gene	mean_diff	cv_FXS_zscore
ITGB4	-0.903016667	-0.357655298
ITGB5	-3.448591667	-1.194141704
ITGB8	-0.611916667	-0.908710506
ITIH4	1.886615	1.250940421
ITIH5	-3.839383333	0.093772452
ITK	12.55726667	-1.055707586
ITM2A	3.127608333	-0.025932347
ITM2B	-2.800916667	-0.44325549
ITM2C	2.2082325	-0.283397472
ITPA	-3.446158333	-0.798578051
ITPK1	-1.173258333	-0.212183356
ITPKA	-5.280221667	0.27020009
ITPKB	-1.78263	0.725491429
ITPKC	-7.065358333	-0.484389298
ITPR1	-1.28827	0.480181646
ITPR2	2.554808333	-0.094546641
ITPR3	-5.995993333	0.536976088
ITPRID2	-1.435011667	0.244104253
ITPRIP	-1.44695	-0.526950927
ITPRIPL1	-0.675758333	-0.783862454
ITPRIPL2	-6.857791667	1.580484815
ITSN1	-7.431691667	-0.554043325
ITSN2	2.6499475	1.444163144
IVD	1.783865	0.455811839
IVNS1ABP	5.176278333	-0.138402173
IWS1	0.353985833	0.135835091
IYD	2.947975	0.193769458
IZUMO1	-6.002716667	0.281621732
IZUMO2	-88.79925833	-0.924619778
IZUMO4	-20.031075	0.083367369
JADE1	-4.059933333	0.057737232
JADE2	-1.739793333	1.188284407
JADE3	6.206166667	0.560339967
JAG1	-4.141453333	-0.499270076
JAG2	-23.43721667	-0.753748653
JAGN1	-5.24714	-0.19922484
JAK1	3.733154167	0.523048162
JAK2	3.4938	-1.107762508
JAK3	-9.031815833	2.730722899
JAKMIP1	-5.829721667	0.501363847
JAKMIP2	4.971183333	-0.831305002
JAKMIP3	-5.826275	-1.309667017
JAM2	-7.5112525	0.990971409
JAM3	5.730616667	-1.077498852
JARID2	-1.550895833	0.558427994
JAZF1	6.213095	-0.54755008
JCAD	-3.6769975	0.415959089
JDP2	-1.323588333	0.231995701
JHY	-3.654660833	-0.416084193
JKAMP	8.121525	-0.326046013
JMJD1C	8.270456667	0.141265696
JMJD4	2.833521667	0.309122629
JMJD6	-1.790309167	0.534439289
JMJD7	-7.186579167	-0.004643956
JMJD8	-12.38463917	3.26270907
JMY	-3.709841667	-1.098887722
JOSD1	1.066608333	-1.742289261
JOSD2	-193.7280367	0.942614629
JPH1	1.571366667	0.546634248
JPH2	-9.034983333	-1.576605154
JPH3	2.107918333	-1.008496797
JPH4	-2.0461525	1.955616386
JPT1	-2.02813	0.828509973
JPT2	-2.800115	-0.041699373
JRK	-4.262041667	-0.270596699
JRKL	-27.844575	-1.578234135
JSRP1	-22.132675	1.777050066
JTB	-1.409936667	0.011941438
JUN	-13.56795	-0.796303933
JUNB	-11.62555917	0.231122027
JUND	-3.263745833	1.808115348
JUP	-1.319673333	0.005598007
KALRN	0.0014	-1.372826898
KANK1	-9.257016667	-0.19795332
KANK2	-3.808733333	0.420283331
KANK3	-13.76836667	0.936003504
KANK4	-10.41035	-0.225144563
KANSL1	-1.723733333	-1.036219305
KANSL1L	2.967908333	0.057798781
KANSL2	-2.850008333	-1.138404503
KANSL3	-20.3916	-0.038653742
KANTR	1.886905	0.289902349
KARS1	-5.709170833	1.683805174
KAT14	2.172541667	-1.031590866
KAT2A	-1.7739575	0.644165596
KAT2B	2.565241667	-0.497764161
KAT5	-3.372723333	0.011232569
KAT6A	5.436576667	-0.147381774
KAT6B	-7.342608333	-0.699162217
KAT7	-2.863876667	0.650811911
KAT8	-2.036018333	0.270762004
KATNA1	-4.926791667	-0.091914912
KATNAL1	7.957266667	-0.747832518
KATNAL2	-5.5698	-0.057999263
KATNB1	-1.295666667	-0.032730342
KATNBL1	4.740578333	1.551791088
KATNIP	3.5813975	1.09420889
KAZALD1	-0.095146667	1.136127626
KAZN	-2.245309167	-0.383661368
KBTBD11	-0.421858333	-0.910006975
KBTBD12	-6.7507	0.194310546
KBTBD2	0.429308333	-0.142047537
KBTBD3	8.408233333	-1.03186638
KBTBD4	-6.031466667	-0.205447705
KBTBD6	-6.231291667	-1.47448828
KBTBD7	-6.095825	-1.327065409
KBTBD8	0.895225	0.134298737
KCMF1	-0.040616667	-0.535979108
KCNA1	-8.753175	-0.029947962
KCNA2	-2.4183475	1.545759563
KCNA3	-11.860275	0.853455311
KCNA4	5.027491667	-0.254836023
KCNA5	-19.29891667	0.881753097
KCNA6	-7.790216667	-0.349201246
KCNA7	-15.90505	2.151830295
KCNAB1	6.176808333	-0.285640755
KCNAB2	-9.3620275	-0.476310294
KCNAB3	-1.4459	0.702819088
KCNB1	-0.231151667	0.69532127
KCNB2	5.355961667	-0.854497069
KCNC1	-7.8859125	2.04841924
KCNC3	-145.5796333	0.061241737
KCNC4	4.437021667	-0.078195339
KCND1	-5.426580833	1.520106921
KCND2	-2.407766667	-0.089271426
KCND3	-5.973366667	2.526347451
KCNE1	-4.401875	-1.631573629
KCNE3	4.786533333	-1.151189767
KCNE4	-2.826066667	-0.519348106
KCNE5	1.757208333	-0.943879724
KCNF1	-15.41700833	0.422253742
KCNG1	-2.409183333	0.10608392
KCNG4	-3.09466	0.467196366
KCNH1	7.029131667	-0.093169422
KCNH2	-7.123208333	0.700765293
KCNH3	-5.416561667	1.230921302
KCNH5	1.557041667	-0.989065864
KCNH7	5.794810833	1.289903724
KCNH8	-0.581270833	0.116832373
KCNIP1	1.136491667	-0.429370332
KCNIP2	-0.194641667	-0.800963755
KCNIP3	-1.485941667	-0.033550175
KCNIP4	2.447333333	-0.660718538
KCNJ11	-6.317016667	0.283112469
KCNJ12	1.570708333	-0.037235442
KCNJ13	9.700475	-0.219602778
KCNJ14	-2.47025	-0.041187563
KCNJ15	-4.458416667	-0.171834979
KCNJ16	0.706941667	-0.487513668
KCNJ2	6.443716667	-1.877142141
KCNJ3	-7.501258333	-0.233473608
KCNJ4	-2.4989525	-0.076610732
KCNJ5	1.890804167	-0.735724918
KCNJ6	-3.720983333	-0.328565388
KCNJ8	-4.9438	-0.362524073
KCNK10	2.098291667	-1.466693153
KCNK12	-2.641383333	-0.481531533
KCNK2	-2.967325	-0.587045867
KCNK3	-6.808353333	0.457731263
KCNK5	-19.92864167	-0.313373909
KCNK6	-6.269609167	0.695165968
KCNMA1	-7.586608333	-0.97083584
KCNMB1	-3.997725	-1.403382378
KCNMB2	1.675683333	1.490289633
KCNMB3	7.31445	-1.31683165
KCNMB4	-1.96945	0.070079437
KCNN1	-0.060366667	0.714788611
KCNN2	0.737233333	0.145795305
KCNN3	-0.41485	-1.36365983
KCNQ1	-11.2956	1.202675294
KCNQ2	-2.356213333	0.850319439
KCNQ3	-6.793425	-0.960626166
KCNQ4	2.176714167	1.509228742
KCNQ5	-4.525404167	-0.239774837
KCNRG	-6.422608333	-1.030813338
KCNS1	-2.121358333	2.054313547
KCNS2	-7.574308333	1.062991572
KCNS3	4.519283333	-0.987887802
KCNT1	-3.55474	1.219841006
KCNT2	20.70928333	-1.250345117
KCNV1	-0.981210833	1.465804952
KCNV2	-8.750475	-0.050033365
KCP	-7.635583333	-0.135318756
KCTD1	4.214291667	-0.120768224
KCTD10	3.766869167	0.90592964
KCTD11	7.103755	0.933493817
KCTD12	3.14477	1.183303625
KCTD13	-6.146875	-1.094097107
KCTD14	-1.238875	-0.290062082
KCTD15	-0.24993	1.096621747
KCTD16	-2.008875	0.199244886
KCTD17	-1.436309167	0.877591747
KCTD18	1.566691667	-1.03005489
KCTD19	0.114708333	-0.036186143
KCTD2	-1.571608333	-0.653456269
KCTD20	3.6818	-0.920899379
KCTD21	1.055291667	-0.451585642
KCTD3	2.193475	-1.417639815
KCTD4	-0.32661	0.143407447
KCTD5	-8.86281	-0.425748682
KCTD6	-4.440625	-0.762514915
KCTD7	-0.722338333	1.047587896
KCTD9	-1.738666667	0.004532664
KDELR1	-11.06583833	-0.426914485
KDELR2	-24.421025	-0.057639137
KDELR3	-1.540138333	-0.065659353
KDM1A	14.88058333	1.008689929
KDM1B	5.21395	-1.323260068
KDM2A	-3.258125	-0.741010567
KDM2B	-7.3045	-0.357890749
KDM3A	-1.522733333	-0.309835605
KDM3B	-2.674183333	-0.650018053
KDM4A	-0.682179167	0.987049221
KDM4B	-2.2972175	0.596620719
KDM4C	-13.02235833	-0.254937106
KDM4D	-1.2048275	0.480275031
KDM5A	7.848325	0.216955049
KDM5B	4.74574	0.421801334
KDM5C	1.103739167	0.031223395
KDM5D	9.599081667	0.07151603
KDM6A	6.01465	-0.316994574
KDM6B	-4.810234	3.433253123
KDM7A	5.46454	-0.136756522
KDM8	1.701599167	0.330688334
KDR	10.75374167	-0.127528511
KDSR	3.77808	-0.447887707
KEAP1	-10.659375	0.598609842
KHDC1	0.2155	-0.113844665
KHDC4	-6.855041667	-0.749868502
KHDRBS1	-14.47646667	0.385138518
KHDRBS2	36.432975	2.084934734
KHDRBS3	3.7059	-1.23647824
KHK	1.760858333	0.009495291
KHNYN	0.25736	0.35267444
KHSRP	-4.076053333	-0.133224799
KIAA0232	-7.0136	-1.161196394
KIAA0319	-16.95413333	-0.21549341
KIAA0319L	6.594666667	-0.255795058
KIAA0408	2.0604	-0.967593975
KIAA0513	-7.594383333	-0.699636197
KIAA0586	3.963539167	0.714782403
KIAA0753	-2.86525	-0.852289722
KIAA0825	9.81035	-0.213589187
KIAA0930	6.9391875	0.533228118
KIAA1143	-18.42193333	-0.106927107
KIAA1191	-2.412215	0.353781282
KIAA1217	-8.170583333	0.184905183
KIAA1328	13.39953333	-0.784028833
KIAA1549	-5.689693333	0.268159068
KIAA1549L	-0.625208333	-0.085280131
KIAA1586	0.356041667	-0.97038511
KIAA1614	-12.42309167	1.455464413
KIAA1671	-3.512358333	0.578812201
KIAA1755	4.936288333	0.596443628
KIAA1958	12.57366667	0.252388585
KIAA2012	-5.683733333	-1.20140181
KIAA2013	-0.436575	0.186310278
KICS2	5.311325833	0.058116646
KIDINS220	-1.40775	-0.713980351
KIF11	-0.641683333	-0.988812496
KIF13A	4.154160833	0.502099515
KIF13B	-2.54665	0.274204458
KIF14	8.007975	0.002225679
KIF15	20.2705	-0.917640212
KIF16B	-3.249725	-0.239744991
KIF17	-9.934483333	-0.298634608
KIF18A	6.036766667	0.032545115
KIF18B	-1.751148333	-0.28759286
KIF19	2.5312	1.361559874
KIF1A	0.58758	0.627809174
KIF1B	-2.79987	-0.179306783
KIF1C	0.626286667	-0.369419733
KIF20A	-1.400550833	-0.218902862
KIF20B	13.03067833	-0.792748221
KIF21A	1.062191667	0.081075545
KIF21B	-6.622218333	0.602951247
KIF22	-4.658605	-0.626410232
KIF23	6.7807075	0.867329407
KIF24	-3.509860833	-0.062145538
KIF25	-12.002	-0.525667719
KIF26A	0.277891667	0.832996499
KIF26B	3.183025	0.109228857
KIF27	-0.7086075	0.087907383
KIF2A	2.8347	0.074108882
KIF2C	-1.770241667	-0.376998371
KIF3A	-4.551275	-0.405472955
KIF3B	1.466183333	0.299253741
KIF3C	0.9431	-0.307960985
KIF4A	-2.3383	-1.459148859
KIF5A	-0.856469167	0.265740593
KIF5B	7.47375	0.07032182
KIF5C	21.43006667	0.304144066
KIF6	-4.671166667	-1.183734811
KIF7	-50.08835	0.248327432
KIF9	-0.381116667	-0.428020541
KIFAP3	2.3706275	0.520548039
KIFBP	-7.670668333	1.592649442
KIFC1	-1.5562725	-0.527558014
KIFC2	-5.877909167	4.612458353
KIFC3	-2.9543325	1.132565869
KIN	15.91586667	-1.019436615
KIRREL1	4.34439	0.11316594
KIRREL2	-7.181808333	1.81318961
KIRREL3	-0.001333333	-0.734538492
KIT	-4.67685	0.37904862
KITLG	2.019558333	0.212888026
KIZ	-4.992231667	0.031199911
KLB	0.677441667	0.327828944
KLC1	0.367733333	-1.428902611
KLC2	-0.707323333	1.651820041
KLC3	-5.237605833	0.519903467
KLC4	1.84752	-1.083543538
KLF10	-4.271595833	-0.520865434
KLF11	-27.89609167	0.183833426
KLF12	8.72385	0.081678512
KLF13	1.601593333	0.244662498
KLF15	-0.914279167	1.015025607
KLF16	-3.951805	0.483022574
KLF3	-0.9311375	-0.623883316
KLF4	7.387633333	4.591077973
KLF5	1.021391667	-0.054533631
KLF6	-1.934108333	0.021711375
KLF7	-17.309575	0.488855108
KLF8	-68.8391225	-0.000216857
KLHDC1	-9.489233333	-0.832590188
KLHDC10	6.610775	-0.895392877
KLHDC2	1.031005	-0.541582189
KLHDC3	-0.857541667	-0.620955616
KLHDC4	-1.251625833	1.115778872
KLHDC7A	-5.081225	-0.827119248
KLHDC8A	0.656158333	0.076841334
KLHDC8B	-5.997925	0.331706251
KLHDC9	1.232741667	-1.430796258
KLHL11	-3.652566667	0.769536934
KLHL12	3.9996825	2.104237382
KLHL13	2.170396667	1.181035072
KLHL14	5.67798	1.459286741
KLHL15	-5.697301667	0.079943879
KLHL17	-6.09331	1.254553965
KLHL18	1.733893333	0.277009221
KLHL2	5.103056667	-0.887233281
KLHL20	-5.033608333	-0.971226338
KLHL21	-1.74831	1.096131517
KLHL22	-9.752708333	-0.607432089
KLHL23	1.808575	-0.348735468
KLHL24	10.96895	-0.456554344
KLHL25	-6.447508333	0.161565244
KLHL26	6.366441667	-1.146953279
KLHL28	8.821196667	2.626971182
KLHL29	1.120115	-0.844757137
KLHL3	-1.3037275	0.791167203
KLHL31	5.899058333	-0.617988967
KLHL32	5.959328333	-0.423247708
KLHL33	7.868215	1.099711265
KLHL34	-9.912791667	-0.980388754
KLHL35	-25.001725	0.609869727
KLHL36	-0.876025	-0.409305926
KLHL38	4.915608333	-0.390118231
KLHL4	2.279291667	-0.498398292
KLHL41	3.956383333	-0.031843364
KLHL42	-3.749516667	-0.624416134
KLHL5	-0.062254167	0.02180917
KLHL6	-10.67988333	-0.19907636
KLHL7	6.206701667	0.671137165
KLHL8	0.502676667	1.326184432
KLHL9	3.042188333	0.520734071
KLK11	-25.401975	0.426497899
KLK2	-181.302775	0.125574361
KLLN	3.069201667	-0.076871395
KLRD1	-0.772325	-1.096769598
KLRG1	-0.119875	-0.064369673
KLRK1	-2.742033333	-1.218069829
KMO	0.009266667	0.087830497
KMT2A	1.589266667	-1.095374344
KMT2B	-2.2995975	1.767983802
KMT2C	-3.8628825	0.212746719
KMT2D	-2.4811725	1.549012353
KMT2E	6.531458333	-0.275432681
KMT5A	-0.285341667	-0.906994578
KMT5B	-6.117166667	-0.425079619
KMT5C	-2.109525833	1.818320188
KNDC1	-4.396435	0.870574696
KNL1	-6.380891667	-0.659004755
KNOP1	-1.482308333	0.309170972
KNSTRN	-11.69951667	-0.25999734
KNTC1	4.554148333	0.137950927
KPNA1	2.753353333	0.793465882
KPNA2	-0.605755833	0.306774784
KPNA3	-3.637575	-1.688310245
KPNA4	6.684033333	-0.991540053
KPNA5	3.659158333	-1.081666297
KPNA6	0.784445	0.116419074
KPNB1	2.435663333	1.616139284
KPTN	-1.684941667	-0.018126586
KRAS	1.7737525	0.777156871
KRBA1	-15.297925	0.003746568
KRBA2	3.755483333	-0.863446739
KRBOX4	-2.368859167	1.658279507
KRBOX5	-14.01803333	0.281269645
KRCC1	-2.712633333	-0.60796057
KREMEN1	2.950483333	0.056617866
KREMEN2	-5.736141667	3.848093746
KRI1	-5.336258333	1.034827846
KRIT1	13.51545833	-1.062245713
KRR1	4.5757275	1.458720446
KRT10	-2.6765	-0.310726276
KRT18	0.468991667	-0.761647956
KRT19	-14.4015375	1.094974956
KRT8	-5.951441667	-0.809717085
KRTAP5-11	-4.671980833	-0.17008597
KRTCAP2	5.4362925	0.082918325
KRTCAP3	2.5220025	-0.104386612
KSR1	-3.161166667	-0.129167161
KSR2	-6.891033333	-1.235643915
KTI12	0.995605	0.966745925
KTN1	1.232455	-0.211110891
KXD1	2.440634167	1.488373912
KY	6.103191667	-0.367141289
KYAT1	-3.652241667	-1.185624453
KYAT3	2.714316667	-0.900844507
KYNU	4.955025	0.998051609
L1CAM	-1.004096667	0.762376418
L1TD1	-0.266508333	-0.540917432
L2HGDH	-2.707958333	0.10412096
L3HYPDH	-1.98502	2.011539521
L3MBTL1	-2.274166667	-0.357163484
L3MBTL2	-0.39075	-1.334288302
L3MBTL3	-3.011760833	2.986213171
L3MBTL4	3.731525	0.341655161
LACC1	7.4554025	0.520817374
LACTB	-14.72740833	-0.930430533
LACTB2	-5.725033333	-0.304977213
LAG3	-2.300533333	1.529832292
LAGE3	-14.03206667	-0.159762909
LAIR1	0.686566667	-1.325527423
LAMA1	-1.903733333	-0.210329793
LAMA2	7.675746667	0.4622468
LAMA3	1.128441667	0.009821478
LAMA4	-1.430083333	0.009492597
LAMA5	-11.3305475	0.204843417
LAMB1	1.770291667	-0.11177452
LAMB2	-0.749488333	0.533997976
LAMB4	5.1713	-0.271923986
LAMC1	6.4192475	0.73328749
LAMC2	-6.61385	0.114443546
LAMC3	-11.53410833	-0.077436653
LAMP1	4.593275	-0.339543359
LAMP2	-3.28854	0.314041785
LAMP3	-0.873975	0.048679676
LAMP5	-2.367459167	0.592980101
LAMTOR1	-2.358895833	0.749921493
LAMTOR2	2.313070833	0.026346016
LAMTOR3	3.529886667	-0.548831455
LAMTOR4	-1.160433333	-0.69573908
LAMTOR5	-0.891033333	0.21272821
LANCL1	-9.641358333	0.151616524
LANCL2	2.992349167	0.13653653
LANCL3	3.186276667	0.839160041
LAP3	-6.159579167	0.902702101
LAPTM4A	3.135675	-0.72936807
LAPTM4B	-1.921641667	0.026262768
LARGE1	8.48655	0.535673146
LARGE2	0.404143333	0.610162539
LARP1	0.660146667	0.015417906
LARP1B	-21.757275	-0.36435798
LARP4	1.534808333	-1.321168151
LARP4B	-1.989058333	-0.770137923
LARP6	5.456966667	-0.435284073
LARP7	0.625696667	-0.094261889
LARS1	2.90445	-1.058405206
LARS2	0.305675	-0.199435481
LAS1L	3.758483333	0.261976376
LASP1	-7.0068075	0.157565195
LAT	-3.483791667	0.111313692
LAT2	-4.525766667	-0.490095056
LATS1	2.5665	0.827047978
LATS2	-5.195908333	-0.785227511
LAX1	-2.209233333	-0.718462394
LAYN	-7.314304167	0.071017309
LBH	3.990798333	-0.42295901
LBHD1	-3.9506475	0.866725439
LBR	7.568541667	-0.732097722
LCA5	3.0066	0.325194794
LCA5L	0.702075	-0.976034931
LCAT	1.3483	0.161362266
LCLAT1	-2.216908333	-0.598538305
LCMT1	3.984585	-0.709556651
LCMT2	4.589114167	0.610094873
LCN12	-15.15754083	0.529496806
LCN15	-3.727075	0.058891571
LCN9	-14.74946667	0.115362892
LCOR	-4.467608333	-0.682112507
LCORL	-10.70020833	-1.002738347
LCP1	-6.675475	0.085809833
LCT	7.695283333	0.10032361
LCTL	-5.616541667	-1.0306956
LDAF1	3.090773333	0.287911163
LDAH	-2.067066667	-0.451833611
LDB1	0.599790833	2.542496218
LDB2	7.250666667	-0.900769518
LDB3	1.878351667	0.304906589
LDHA	-11.68154083	-0.004938541
LDHAL6A	0.203875	0.368273099
LDHB	-6.068883333	-0.500164657
LDHD	11.95255833	-0.595719602
LDLR	-10.145725	-0.067668417
LDLRAD2	-7.623875	-1.141348693
LDLRAD3	-18.36934167	-1.013090028
LDLRAD4	0.084431667	-0.833030785
LDLRAP1	-3.504634167	0.321659335
LDOC1	3.970306667	-0.128261115
LEAP2	3.7358475	0.93632962
LECT2	10.19046667	0.241390798
LEF1	0.974278333	-0.149010742
LEKR1	-2.161591667	-0.511744618
LEMD1	-7.877296667	0.214716803
LEMD2	0.261030833	0.874282622
LEMD3	8.7639	-0.833425265
LENG8	-0.375648333	0.01265103
LENG9	-7.913266667	2.473700348
LEO1	-1.78785	-0.019172461
LEPR	-7.356466667	-0.110233818
LEPROT	-7.356466667	-0.110233818
LEPROTL1	4.763583333	-0.485260527
LETM1	2.850119167	0.197742827
LETM2	1.25751	-0.753662067
LETMD1	-2.67425	-0.016882347
LFNG	5.291619167	5.723040293
LGALS1	0.66218	-0.458686749
LGALS2	-1.373558333	0.731468978
LGALS3	-4.695641667	-0.913843361
LGALS3BP	-1.862374167	0.589297725
LGALS4	-14.09441667	-0.724540565
LGALS8	2.634678333	-0.603762972
LGALS9	-2.1205975	0.756575918
LGALSL	2.81678	-0.84505483
LGI1	-16.2289	-0.191633423
LGI2	-0.337466667	-1.694440293
LGI4	-3.92725	0.230316631
LGMN	-0.140465	-0.890122408
LGR4	8.008650833	0.97465269
LGR5	1.197725	-1.223523233
LGR6	-1.189283333	-1.233443949
LGSN	20.37876667	1.314679741
LHCGR	2.522641667	-1.489854185
LHFPL1	6.80615	-1.677407425
LHFPL2	0.094558333	-1.321007935
LHFPL4	-1.037356667	0.311320545
LHFPL5	3.8151975	0.318830084
LHFPL6	-9.546366667	-0.247541637
LHPP	-3.909756667	-0.386208614
LHX2	-1.61142	2.575563423
LHX4	-11.2275375	2.277168788
LHX5	1.757366667	1.316801774
LHX9	-13.01198917	-0.158651444
LIAS	5.86855	-0.614191172
LIF	-0.7637275	1.542683672
LIFR	-0.759931667	0.620481626
LIG1	-2.313275	0.309248901
LIG3	-3.202083333	-0.001223575
LIG4	-0.196825	0.684340316
LILRA2	-108.86775	-0.955439275
LIM2	-60.76390833	-0.599317435
LIMA1	-2.0988625	1.229441772
LIMCH1	3.038458333	0.01591795
LIMD1	-13.66840833	0.173897677
LIMD2	-3.426100833	0.943724048
LIME1	-2.032844167	1.366574903
LIMK1	-2.47134	0.324649184
LIMK2	0.689533333	-0.497340699
LIMS1	-11.87883333	0.200084284
LIMS2	-0.575595833	0.516701454
LIMS4	-1.829429167	-0.07240696
LIN28A	5.099026667	2.977479703
LIN28B	-4.638991667	0.132283108
LIN37	-2.683155	0.523653449
LIN52	-0.134908333	-0.324292138
LIN54	-3.864183333	-1.141550946
LIN7A	-4.29135	-1.398341966
LIN7B	-4.64999	0.140161113
LIN7C	4.988006667	0.33502618
LIN9	12.82756833	-0.420809679
LINGO1	-1.048033333	-0.433712664
LINGO2	-1.410044167	1.014564154
LINGO3	-0.704430833	1.260465019
LINS1	-3.4447725	0.553354517
LIPA	4.409701667	1.280219451
LIPE	0.398133333	-0.08723761
LIPG	3.710525	0.319287208
LIPH	0.480976667	0.021441246
LIPT1	2.845411667	1.790050285
LIPT2	4.009616667	0.232946473
LITAF	-11.47675833	-0.943950967
LIX1	-4.717716667	-0.170346888
LIX1L	6.9709	-0.149191394
LLGL1	-4.16987	0.384893104
LLGL2	0.14697	1.130817671
LLPH	13.4332	-0.511808409
LMAN1	-2.887991667	0.288965486
LMAN2	-1.524405833	-0.027944009
LMAN2L	-1.511583333	-0.42860475
LMBR1	1.91485	-0.764576948
LMBR1L	-1.3219875	-0.508134551
LMBRD1	3.184325	1.095548897
LMBRD2	2.140316667	-0.811205152
LMCD1	-2.241433333	0.106257456
LMF1	-122.7681333	0.135112877
LMF2	-2.324788333	-0.446807942
LMLN	-33.0907	-1.122754629
LMNA	-1.736205	0.2786359
LMNB1	-3.414033333	-0.538413118
LMNB2	1.382709333	1.92045553
LMNTD1	15.289125	-0.302001855
LMNTD2	0.880630833	3.106724322
LMO1	4.614785	-0.549935226
LMO2	-0.593685833	0.709961042
LMO3	-3.4867	0.202116181
LMO4	-1.22457	-0.036917751
LMO7	-9.703966667	0.028926507
LMOD1	-4.899155	0.031576265
LMOD3	0.973991667	-0.220110217
LMTK2	8.854941667	-1.378517431
LMTK3	-7.2182525	1.480406751
LMX1A	2.0725175	0.558305738
LMX1B	-6.7807375	3.296403529
LNP1	-27.67338333	-0.744498684
LNPEP	0.2573	-0.892105058
LNPK	4.7	-0.872895296
LNX1	-2.788816667	-0.363272164
LNX2	-1.099341667	-0.931809577
LONP1	-13.37094167	1.157880736
LONP2	-2.9537	-0.227023828
LONRF1	-0.00925	0.219911328
LONRF2	-4.973866667	-1.039002963
LOX	7.4287975	1.872639128
LOXL1	3.317131667	0.795703856
LOXL2	-2.9363425	0.3455188
LOXL3	-2.819925833	-0.364149125
LOXL4	-5.836701667	0.835463281
LPA	-8.9002	-1.20741946
LPAR1	2.09015	-1.5489919
LPAR2	-0.803583333	0.25742082
LPAR3	0.570483333	-0.006573998
LPAR4	-2.66985	-1.394908084
LPAR6	-29.36375	-0.92427055
LPCAT1	-9.397266667	0.635360847
LPCAT2	10.36	-0.142590769
LPCAT3	2.983800833	0.271247627
LPCAT4	1.1612075	0.737108725
LPGAT1	4.121508333	-0.424066848
LPIN1	-5.802783333	-0.138973854
LPIN2	-1.093635833	-0.279923717
LPIN3	-4.572393333	-0.368359339
LPL	-2.488023333	0.345397224
LPP	-3.749083333	0.904167093
LPXN	-5.983075	-0.900650537
LRAT	0.534649167	0.396399955
LRATD1	4.073229167	-0.154853047
LRATD2	1.687811667	1.070165822
LRBA	-30.60270833	-1.00048244
LRCH1	2.149433333	-0.734269102
LRCH2	-2.947716667	-0.525715363
LRCH3	1.685	-0.509548189
LRCH4	-10.605995	0.89882667
LRFN1	-3.094749167	0.856211944
LRFN3	3.7244875	1.310857839
LRFN4	-0.328165	1.542244467
LRFN5	-1.288783333	-1.007650565
LRG1	-3.949358333	-0.848966223
LRGUK	-6.341041667	-0.709426579
LRIF1	-6.502525	-0.175936642
LRIG1	-4.214341667	-0.767835347
LRIG2	7.976508333	-1.198555644
LRIG3	5.990738333	1.242422394
LRMDA	-0.3042	-1.06897871
LRP1	-1.225966667	0.778220965
LRP10	3.581118333	-1.281233877
LRP11	6.292475	0.662105274
LRP12	-4.544241667	-1.100497124
LRP1B	7.008520833	2.03108987
LRP2	-0.130291667	0.362586948
LRP2BP	-1.491808333	-0.478882048
LRP3	-1.003678333	0.464314112
LRP4	-13.207975	-0.470609009
LRP5	-0.477983333	-0.217956209
LRP6	6.955483333	-0.153657442
LRP8	-0.211565	-0.279283549
LRPAP1	0.114275	-0.692689664
LRPPRC	3.811304167	1.026178965
LRR1	-2.195605	-0.064600674
LRRC1	4.31065	0.153187751
LRRC10B	-5.349125	-0.218504732
LRRC14	-7.91031	2.836217426
LRRC17	7.6147	-0.93877324
LRRC19	7.024308333	-0.740782694
LRRC2	2.119625	-0.453280023
LRRC20	-1.074616667	-0.6522349
LRRC23	1.904845	0.051055761
LRRC24	-8.2256875	3.446452367
LRRC25	-0.8286725	0.151423074
LRRC27	-7.669666667	0.227465238
LRRC28	4.100340833	0.225303852
LRRC3	-5.8013	-0.652694895
LRRC32	-4.629946667	0.065913938
LRRC34	7.177186667	0.722262763
LRRC36	-12.750475	-0.797504054
LRRC37A	0.0284285	8.143990278
LRRC37A2	-0.092550333	5.080984973
LRRC37A3	2.649288333	0.202941887
LRRC37B	7.924216667	-1.526933654
LRRC39	-3.183741667	0.425250675
LRRC3B	2.119558333	-0.333553005
LRRC4	-5.100754167	0.102406174
LRRC40	6.641158333	0.481729881
LRRC41	-6.953775	-0.315662353
LRRC42	-2.9303975	-0.197230745
LRRC43	-9.618058333	-0.435121922
LRRC45	-2.8611275	2.639963457
LRRC46	-2.043421667	-0.043117276
LRRC47	1.165519167	0.320132871
LRRC49	3.54324425	4.429036443
LRRC4B	-202.1579583	0.123479708
LRRC4C	5.558741667	-1.013110832
LRRC51	-1.2089475	1.669747702
LRRC55	-4.357716667	-1.214515635
LRRC56	-6.207991667	0.256340637
LRRC57	1.160951667	-0.125162054
LRRC58	0.240333333	-1.325300264
LRRC59	-4.125593333	1.17048154
LRRC61	-3.185141667	-0.71081183
LRRC66	-3.263266667	0.079797294
LRRC69	2.101066667	-1.130199408
LRRC7	-3.967274167	-0.370758178
LRRC70	4.388906667	1.570483836
LRRC71	-1.589583333	0.911416218
LRRC73	1.897249167	0.927128992
LRRC74B	-7.931763333	0.096592409
LRRC75A	1.922743333	0.584363048
LRRC75B	0.927015833	0.504406302
LRRC8A	0.7646775	-0.171240605
LRRC8B	-2.212716667	-0.318525594
LRRC8C	2.204745	0.168839553
LRRC8D	-4.423558333	-0.477497418
LRRC9	1.471116667	-0.218889207
LRRCC1	3.350239167	0.15896664
