	gene	mean_diff	cv_FXS_zscore	cv_NL_zscore	NPC_BREACH
7508	IGSF3	4.36426	0.632010992	-0.17004624	FALSE
7509	IGSF5	-6.69005	-0.624631263	-0.668668594	FALSE
7510	IGSF6	-0.696166667	-0.894405636	-0.916359028	FALSE
7511	IGSF8	-7.555888333	0.386483879	0.683027367	FALSE
7512	IGSF9	5.129246667	-0.652185643	0.462521476	FALSE
7513	IGSF9B	0.257441667	-0.178218061	-0.47055655	FALSE
7514	IHH	0.31945	0.438377331	1.865196951	FALSE
7515	IHO1	-6.844991667	-0.260553209	0.335287904	FALSE
7516	IK	-0.176278333	-1.156189592	-0.581477504	FALSE
7517	IKBIP	1.828375	-1.425290379	-0.444639707	FALSE
7518	IKBKB	0.522151667	-0.463718591	0.672780853	FALSE
7519	IKBKE	-4.140783333	-0.453025739	1.009545187	FALSE
7520	IKBKG	1.605091667	-0.281253823	2.286710798	FALSE
7521	IKZF1	-1.6331925	1.076219648	-0.383740061	FALSE
7522	IKZF2	1.227396667	0.572948002	-0.280691751	FALSE
7523	IKZF3	0.484508333	0.181850595	0.458620948	FALSE
7524	IKZF4	-5.547525833	0.31019293	-0.798471205	FALSE
7525	IKZF5	5.488500833	0.523292937	0.139164061	FALSE
7526	IL10	5.344116667	-1.035390333	-0.279326297	FALSE
7527	IL10RA	-1.873041667	-0.441480715	0.811669773	FALSE
7528	IL10RB	-3.99245	-0.670721082	0.237787474	FALSE
7529	IL11	-5.6603075	0.540738833	2.425880857	FALSE
7530	IL11RA	-3.606435833	0.733097358	0.19115156	FALSE
7531	IL12A	-4.554575	-0.001685363	-0.165605075	FALSE
7532	IL12B	5.115165	0.686053152	0.514879865	FALSE
7533	IL12RB1	-10.49590833	-0.938756526	0.301839474	FALSE
7534	IL12RB2	-2.906575	-1.33543541	0.228404072	FALSE
7535	IL13	-0.47508	1.026092568	1.341093411	FALSE
7536	IL13RA1	-2.101208333	-1.156938876	-0.640918536	FALSE
7537	IL13RA2	4.932908333	-0.170106241	-0.360824125	FALSE
7538	IL15	10.048675	-0.242113241	-0.059011483	FALSE
7539	IL15RA	-0.881241667	-0.856951378	0.510670081	FALSE
7540	IL16	-0.944616667	-0.28773356	-0.160073087	FALSE
7541	IL17A	-6.560533333	-0.443335007	-0.035419384	FALSE
7542	IL17B	-2.325483333	-0.456175924	0.546343568	FALSE
7543	IL17C	-7.627815	0.002484911	0.675173173	FALSE
7544	IL17D	5.983133333	0.092188834	-0.6852428	FALSE
7545	IL17F	7.74185	1.060861207	-0.196793196	FALSE
7546	IL17RA	-2.712966667	-0.108705063	-1.242214733	FALSE
7547	IL17RB	-4.628575	0.420858222	-0.409515541	FALSE
7548	IL17RC	-2.866383333	-1.283311664	-0.544192492	FALSE
7549	IL17RD	2.074883333	-0.176268148	-0.486458516	FALSE
7550	IL17RE	10.97013333	-0.438646171	1.039084359	FALSE
7551	IL17REL	-30.93605	-0.436928654	-0.389768998	FALSE
7552	IL18	-0.318908333	-0.857622364	-0.488962565	FALSE
7553	IL18BP	-4.742119167	0.499319111	0.250616757	FALSE
7554	IL18R1	-9.03855	-1.790502033	-0.080108884	FALSE
7555	IL18RAP	-3.4374	-0.372179642	-0.809763812	FALSE
7556	IL19	4.318958333	-0.164675068	-0.681599317	FALSE
7557	IL1A	6.075458333	0.120789068	-0.405871345	FALSE
7558	IL1B	5.979716667	-1.248298562	-1.112205754	FALSE
7559	IL1F10	0.297558333	-0.68685689	-0.191968663	FALSE
7560	IL1R1	-20.26036667	-0.626702159	-0.421037842	FALSE
7561	IL1R2	11.76118333	0.257603637	-0.911147589	FALSE
7562	IL1RAP	0.257616667	-0.135938376	-0.766433064	FALSE
7563	IL1RAPL1	5.27895	0.023664094	0.270557031	FALSE
7564	IL1RAPL2	-0.739616667	0.9225469	0.02869636	FALSE
7565	IL1RL1	-15.11834167	-0.890509173	-1.26102157	FALSE
7566	IL1RL2	-4.304941667	-1.132325916	-0.799745965	FALSE
7567	IL1RN	1.212108333	0.337693211	-0.220395011	FALSE
7568	IL2	12.7423	0.224768487	1.696282312	FALSE
7569	IL20	-7.696241667	0.054299106	-0.172865578	FALSE
7570	IL20RA	0.298030833	0.286214375	-0.441848646	FALSE
7571	IL20RB	4.499775	-0.197838296	-0.118128735	FALSE
7572	IL21	-1.766366667	-0.266165497	-0.912600763	FALSE
7573	IL21R	1.857225	-1.693434687	1.344344391	FALSE
7574	IL22	3.893008333	-0.416182777	-0.390607604	FALSE
7575	IL22RA1	-2.684716667	-0.784909362	-0.034328821	FALSE
7576	IL22RA2	-20.7014	-0.275728951	-1.18732862	FALSE
7577	IL23A	-2.733958333	0.648350721	1.092575806	FALSE
7578	IL23R	0.537933333	0.03299988	-1.134552861	FALSE
7579	IL24	1.437425	-0.421810613	0.680125854	FALSE
7580	IL25	-0.522225	-0.773864616	-0.743894602	FALSE
7581	IL26	-4.768825	-1.287069906	-0.759864255	FALSE
7582	IL27	-1.664116667	-0.585233849	-0.217836182	FALSE
7583	IL27RA	-10.69388333	-0.463989073	-0.592750798	FALSE
7584	IL2RA	4.354441667	-1.084821958	-0.506006073	FALSE
7585	IL2RB	-4.216383333	0.346586049	-0.173493287	FALSE
7586	IL2RG	0.984008333	0.478786974	0.342276615	FALSE
7587	IL3	-3.270308333	1.141029823	0.712015718	FALSE
7588	IL31	-6.423425	0.648660488	-1.048274964	FALSE
7589	IL31RA	-4.201583333	-0.313616864	-0.790228931	FALSE
7590	IL32	1.794475	0.114367575	-0.013723197	FALSE
7591	IL33	0.728258333	-1.177539493	-0.237408965	FALSE
7592	IL34	-1.974308333	-0.520159817	-0.408140991	FALSE
7593	IL36A	-2.187783333	-0.477686535	-0.498868511	FALSE
7594	IL36B	-6.632533333	-0.095973503	0.227100076	FALSE
7595	IL36G	1.026325	0.391079505	-0.1494941	FALSE
7596	IL36RN	-4.956491667	0.090804592	-0.817558486	FALSE
7597	IL37	-1.183633333	-1.036064986	-0.187959896	FALSE
7598	IL3RA	-10.30788333	-0.383061903	-0.527108011	FALSE
7599	IL4	0.0168575	0.04614932	-0.775783719	FALSE
7600	IL4I1	-13.85284167	-0.27252942	0.866550344	FALSE
7601	IL4R	-4.924458333	-0.678762878	1.127177118	FALSE
7602	IL5	6.681533333	-0.377592417	0.476840855	FALSE
7603	IL5RA	130.954245	5.029193811	1.235085141	TRUE
7604	IL6	-15.692975	-0.910971515	-0.071806593	FALSE
7605	IL6R	-4.705788333	0.164362865	0.663540141	FALSE
7606	IL6ST	8.372881667	0.004885579	0.200044479	FALSE
7607	IL7	2.350871667	1.537009889	-0.144052676	FALSE
7608	IL7R	-14.145275	-0.07599714	-0.831636981	FALSE
7609	IL9	1.666658333	-0.819028524	-1.202328232	FALSE
7610	IL9R	-60.435475	-0.375936941	-0.983599706	FALSE
7611	ILDR1	-7.903196667	-0.778777053	-0.498824097	FALSE
7612	ILDR2	15.16866667	-0.327518688	-0.497836252	FALSE
7613	ILF2	-4.549680833	0.81127068	-0.644351836	FALSE
7614	ILF3	-0.639616667	-0.379620078	-0.719310518	FALSE
7615	ILK	-3.7191425	0.738260777	0.696088889	FALSE
7616	ILKAP	7.923799167	0.637887599	-0.692467233	FALSE
7617	ILRUN	0.340958333	0.179996928	0.492587196	FALSE
7618	ILVBL	-11.16741667	-0.290268683	-0.209789522	FALSE
7619	IMMP1L	9.999008333	0.295901265	-0.862648189	FALSE
7620	IMMP2L	4.771175	-1.050659193	-0.839207646	FALSE
7621	IMMT	-4.354775	-0.58171381	-0.619900602	FALSE
7622	IMP3	-2.125159167	0.615404765	-0.651370414	FALSE
7623	IMP4	-1.5495775	-0.099649521	-0.591135296	FALSE
7624	IMPA1	-0.142435	0.692221959	0.434290626	FALSE
7625	IMPA2	-4.837258333	0.228241988	1.032012764	FALSE
7626	IMPACT	4.3129	-0.468437899	-0.495464549	FALSE
7627	IMPDH1	4.737575	0.10148714	-0.848758047	FALSE
7628	IMPDH2	-10.2229875	0.338665712	-1.077529497	FALSE
7629	IMPG1	1.905033333	-0.803441374	-1.107619847	FALSE
7630	IMPG2	-2.379458333	0.864392997	0.695282106	FALSE
7631	INA	-7.428499167	0.488759473	0.464353936	FALSE
7632	INAFM1	-1.524509167	0.340365937	0.786891605	FALSE
7633	INAFM2	-6.9101	-0.092462094	0.385760252	FALSE
7634	INAVA	5.439785	-0.098844879	-0.070380242	FALSE
7635	INCA1	-2.763358333	0.033843005	1.396289648	FALSE
7636	INCENP	-2.093391667	-1.330133739	-0.680570639	FALSE
7637	INF2	-2.320365833	1.453167004	0.873175966	FALSE
7638	ING1	-0.845885	-0.052729665	-0.448262386	FALSE
7639	ING2	7.294811667	-0.796311631	-0.742882558	FALSE
7640	ING3	0.150285	0.233582525	1.353770932	FALSE
7641	ING4	-6.747516667	0.229485513	-1.472033929	FALSE
7642	ING5	-9.602066667	-0.758085518	-0.872324826	FALSE
7643	INHA	-2.913675	0.365359956	-0.374777179	FALSE
7644	INHBA	4.977691667	-0.095611828	0.199959773	FALSE
7645	INHBB	-3.8855125	-0.024695057	1.464852169	FALSE
7646	INHBC	1.102758333	-1.204049912	-0.165209728	FALSE
7647	INHBE	-1.471541667	0.026862426	0.256381117	FALSE
7648	INIP	-6.233866667	-1.223446615	-0.083378627	FALSE
7649	INKA1	2.432783333	0.4283128	-1.33536929	FALSE
7650	INKA2	0.8313375	0.211896101	0.582292817	FALSE
7651	INMT	-19.539925	-0.922263403	-0.052016146	FALSE
7652	INO80	1.679700833	0.551971938	-1.375102488	FALSE
7653	INO80B	-0.888715	1.759588319	1.089296119	FALSE
7654	INO80C	1.754391667	-1.206468954	0.000492982	FALSE
7655	INO80D	-1.095225	-0.077403896	0.545705822	FALSE
7656	INO80E	-7.6158925	0.753029364	-0.931871796	FALSE
7657	INPP1	-1.511508333	-0.133332584	-0.977679415	FALSE
7658	INPP4A	1.342775	-0.622323066	-0.274297245	FALSE
7659	INPP4B	8.832965	0.575491145	1.689633127	FALSE
7660	INPP5A	-5.716146667	0.512297628	0.463532008	FALSE
7661	INPP5B	6.279308333	-0.740989835	-1.579026368	FALSE
7662	INPP5D	-8.195775	-0.94860066	-0.828501167	FALSE
7663	INPP5E	-8.694090833	1.017993304	1.103743623	FALSE
7664	INPP5F	-2.40405	-0.47189059	0.995962611	FALSE
7665	INPP5J	-4.0644675	1.472321676	-0.365174232	FALSE
7666	INPP5K	-2.988	-0.799127302	0.597747203	FALSE
7667	INPPL1	-0.942155	0.881904752	-0.528419227	FALSE
7668	INS	-3.532691667	1.491158648	2.426742253	FALSE
7669	INSC	-7.893298333	0.270023527	0.085782955	FALSE
7670	INSIG1	-12.02204167	0.04739684	-1.034498853	FALSE
7671	INSIG2	5.66073	-0.366508296	0.468989332	FALSE
7672	INSL3	-1.963808333	-0.674107227	0.067665046	FALSE
7673	INSL4	0.993333333	0.207147533	-0.833736669	FALSE
7674	INSL5	-0.958691667	0.550688583	-0.132472942	FALSE
7675	INSL6	-22.155825	-1.13092441	-1.399014133	FALSE
7676	INSM1	-13.03825833	-0.164811604	1.053396725	FALSE
7677	INSM2	1.890216667	0.511507243	0.574765802	FALSE
7678	INSR	3.495141667	-1.10446926	0.11184311	FALSE
7679	INSRR	-7.583520833	2.358250571	1.572300361	FALSE
7680	INSYN1	-3.665661667	-0.315811852	-0.173798784	FALSE
7681	INSYN2A	4.185378333	0.68970021	-0.506010638	FALSE
7682	INSYN2B	-1.541558333	-0.865931732	0.743684283	FALSE
7683	INTS1	-1.0160275	0.326386069	1.60044207	FALSE
7684	INTS10	4.45812	0.279852002	0.174438431	FALSE
7685	INTS11	-5.559754167	0.395317666	1.784323369	FALSE
7686	INTS12	10.56113833	1.887695373	0.052934906	FALSE
7687	INTS13	-1.201891667	-1.286488977	-0.326447706	FALSE
7688	INTS14	5.57665	-0.281100223	0.989106539	FALSE
7689	INTS15	5.7424775	0.737134249	0.425941946	FALSE
7690	INTS2	5.419023333	0.210870963	2.515027356	FALSE
7691	INTS3	-2.390468333	0.258766965	0.256914448	FALSE
7692	INTS4	2.010891667	-0.151821377	0.409225494	FALSE
7693	INTS5	-1.7184075	1.328008781	0.663659483	FALSE
7694	INTS6	7.824095833	-0.009940426	-0.407437731	FALSE
7695	INTS6L	-0.2269675	0.137760752	0.747164723	FALSE
7696	INTS7	-5.198241667	0.7062192	0.013025466	FALSE
7697	INTS8	0.032423333	-0.908144665	1.093298598	FALSE
7698	INTS9	-5.673073333	0.01830565	-1.107968198	FALSE
7699	INTU	3.763933333	0.802945778	1.021941064	FALSE
7700	INVS	-0.264509167	0.066795335	-1.219618788	FALSE
7701	IP6K1	4.88829	-0.1220453	0.000900126	FALSE
7702	IP6K2	0.364833333	-0.071414065	-0.365027634	FALSE
7703	IP6K3	-4.219275	-0.61227585	-0.680434889	FALSE
7704	IPCEF1	7.0341	-1.825751644	-0.282346992	FALSE
7705	IPMK	6.505975	1.359406628	0.874943908	FALSE
7706	IPO11	-1.998595	-0.784237006	2.413788169	FALSE
7707	IPO13	6.737928333	0.804592178	-0.148984232	FALSE
7708	IPO4	-4.9389475	0.805477185	1.019509143	FALSE
7709	IPO5	5.732866667	-1.389374291	-1.270186075	FALSE
7710	IPO7	12.045775	-0.817761539	-0.281193958	FALSE
7711	IPO8	8.216791667	-0.702580412	0.299399803	FALSE
7712	IPO9	0.130066667	0.198453797	0.046615936	FALSE
7713	IPP	-8.557825	-0.795172878	-1.219927736	FALSE
7714	IPPK	-4.086805	1.286766197	0.27539431	FALSE
7715	IQANK1	-1.660238333	0.734147264	0.554346586	FALSE
7716	IQCA1	7.263508333	-0.798460439	-1.408410546	FALSE
7717	IQCA1L	-9.430683333	0.710143192	-0.85028395	FALSE
7718	IQCB1	1.689908333	-0.543296185	-0.724318623	FALSE
7719	IQCC	0.272734167	-0.429859582	-0.843345703	FALSE
7720	IQCD	9.931831667	-0.27276876	1.200446278	FALSE
7721	IQCE	-0.293616667	-0.027805782	-0.073209725	FALSE
7722	IQCF1	4.792591667	-0.924562899	0.76387287	FALSE
7723	IQCF2	10.09200833	-0.707556717	-0.636879556	FALSE
7724	IQCF3	-5.577916667	-1.126003583	-0.588561574	FALSE
7725	IQCF5	1.482033333	-0.823119262	-0.895476842	FALSE
7726	IQCF6	0.189083333	-1.42060247	-1.138215126	FALSE
7727	IQCG	-7.999666667	-1.102193482	1.073679048	FALSE
7728	IQCH	4.646986667	2.625271376	0.120541778	FALSE
7729	IQCJ	4.04996	0.887532937	-0.279359023	FALSE
7730	IQCK	0.536133333	-0.447293262	-1.250163172	FALSE
7731	IQCM	-3.0766	-1.669437427	-0.257548098	FALSE
7732	IQCN	-21.2249275	1.691723972	0.395249698	FALSE
7733	IQGAP1	-2.391141667	0.272256543	-0.650738329	FALSE
7734	IQGAP2	-3.024366667	-0.531622976	-0.659426281	FALSE
7735	IQGAP3	2.623433333	-0.975939997	-0.923648409	FALSE
7736	IQSEC1	6.313930833	0.052682652	0.771867099	FALSE
7737	IQSEC2	0.580106667	-0.489983103	0.220193383	FALSE
7738	IQSEC3	1.3907125	0.264507245	1.510116509	FALSE
7739	IQUB	-4.464391667	-0.857711997	-0.912664922	FALSE
7740	IRAG1	-12.33428333	-0.03051422	-0.617924909	FALSE
7741	IRAG2	1.1211	-0.95610707	-1.083285029	FALSE
7742	IRAK1	-6.191900833	-0.493072817	-1.092151137	FALSE
7743	IRAK1BP1	5.22785	-1.111042226	-0.94969036	FALSE
7744	IRAK2	-23.88119167	-0.673052455	0.108540956	FALSE
7745	IRAK3	8.651825	-0.822533177	0.23286045	FALSE
7746	IRAK4	-1.816466667	-0.805250879	-0.838430297	FALSE
7747	IREB2	-5.625824167	0.25627459	-0.853525224	FALSE
7748	IRF1	4.499503333	0.185827083	0.769470541	FALSE
7749	IRF2	-11.2567	0.097096593	-0.482097798	FALSE
7750	IRF2BP1	-11.383475	-0.773174087	0.014773863	FALSE
7751	IRF2BP2	1.21381	1.253319304	1.362836569	FALSE
7752	IRF2BPL	-3.708020833	2.082976432	0.647325818	FALSE
7753	IRF3	-2.330533333	0.440140899	1.289967037	FALSE
7754	IRF4	-0.561938333	1.619229751	-1.363634685	FALSE
7755	IRF5	3.23565	0.100740534	-0.959593743	FALSE
7756	IRF6	0.198491667	-1.002693519	-0.662605252	FALSE
7757	IRF7	-6.144344167	2.142729987	-0.077118457	FALSE
7758	IRF8	-29.45656667	-1.417782042	-0.205350848	FALSE
7759	IRF9	-2.372716667	1.424431863	-0.377061544	FALSE
7760	IRGC	-0.942851667	-0.453734428	0.056856339	FALSE
7761	IRGM	-8.453466667	-0.335178294	0.366677065	FALSE
7762	IRGQ	-5.602708333	0.801954929	-0.062620121	FALSE
7763	IRS1	-7.750858333	-0.698305285	-0.26447595	FALSE
7764	IRS2	-26.16564167	-0.395265242	3.954737354	FALSE
7765	IRS4	2.173323333	0.827970378	0.355003572	FALSE
7766	IRX1	140.0023167	-0.383045815	0.89440923	TRUE
7767	IRX2	100.150725	0.612858532	0.288768766	TRUE
7768	IRX3	-3.355633333	2.687804738	0.859463865	FALSE
7769	IRX4	-9.859465833	1.769221315	2.435229401	FALSE
7770	IRX5	-7.539845	1.426905136	2.003037853	FALSE
7771	IRX6	-4.510275	1.04254518	0.024705917	FALSE
7772	ISCA1	9.32265	-0.934086487	-0.730580514	FALSE
7773	ISCA2	2.11287	0.899578245	0.158480972	FALSE
7774	ISCU	0.191531667	-0.841754141	-0.769975548	FALSE
7775	ISG15	0.486391667	0.327821739	-0.647469415	FALSE
7776	ISG20	-1.666505	-0.382054644	0.684232725	FALSE
7777	ISG20L2	1.97694	0.658091631	1.134272752	FALSE
7778	ISL1	-1.23755	0.926192501	0.586324504	FALSE
7779	ISL2	-19.9852975	1.683843304	0.137350694	FALSE
7780	ISLR	-3.716230833	0.923301939	-0.210573442	FALSE
7781	ISLR2	-24.405425	2.518885837	1.623198374	FALSE
7782	ISM1	-5.933741667	-0.589273654	-0.290748538	FALSE
7783	ISM2	3.3509	1.388871639	-0.18782446	FALSE
7784	ISOC1	5.684913333	1.056522229	-0.830077436	FALSE
7785	ISOC2	-7.70712	1.129744675	-0.259653423	FALSE
7786	IST1	6.730266667	0.461244084	1.399314821	FALSE
7787	ISX	6.384825	-0.242087549	-1.370603459	FALSE
7788	ISY1	-2.08883	0.646057046	-0.872353387	FALSE
7789	ISYNA1	-4.548320833	2.053054203	0.841975576	FALSE
7790	ITCH	2.999966667	-0.630802192	0.212624917	FALSE
7791	ITFG1	-11.078	-0.877311765	-0.778979932	FALSE
7792	ITFG2	-1.8085525	-0.301784413	0.216778501	FALSE
7793	ITGA1	-0.823208333	-0.752251113	0.984230423	FALSE
7794	ITGA10	-5.726683333	0.73941179	-0.453723692	FALSE
7795	ITGA11	-2.919415	0.462844851	0.685985588	FALSE
7796	ITGA2	4.939691667	-0.953440512	-0.249480303	FALSE
7797	ITGA2B	-4.77195	-0.040476041	-0.190974715	FALSE
7798	ITGA3	-10.16986167	0.818108215	0.412151733	FALSE
7799	ITGA4	-1.053195833	-0.561233254	-0.862013015	FALSE
7800	ITGA5	-0.1508375	-0.235432581	2.112576637	FALSE
7801	ITGA6	-3.128283333	-0.608898609	-0.117779335	FALSE
7802	ITGA7	-1.253275	-0.45854302	0.238290397	FALSE
7803	ITGA8	-9.236470833	0.407614151	-1.117015542	FALSE
7804	ITGA9	-5.33593	-0.09565964	0.641142267	FALSE
7805	ITGAD	-1.448733333	1.106511831	1.043591563	FALSE
7806	ITGAE	-1.290495	-0.022869028	0.19898215	FALSE
7807	ITGAL	0.360016667	-0.074576062	-0.412775281	FALSE
7808	ITGAM	-0.555625	-0.669409596	-0.638374217	FALSE
7809	ITGAV	-3.938738333	-0.632009454	-1.161769611	FALSE
7810	ITGAX	0.5184425	0.231447277	0.493572063	FALSE
7811	ITGB1	-0.208938333	0.00681937	-0.74963149	FALSE
7812	ITGB1BP1	7.511428333	0.001163503	-0.086141997	FALSE
7813	ITGB1BP2	0.003833333	0.832101891	-0.65377225	FALSE
7814	ITGB2	-1.211136667	-1.360964349	0.76797665	FALSE
7815	ITGB3	-7.853166667	0.316876555	-0.059176091	FALSE
7816	ITGB3BP	1.4312325	1.131662039	0.263297754	FALSE
7817	ITGB4	-0.903016667	-0.357655298	0.803343546	FALSE
7818	ITGB5	-3.448591667	-1.194141704	-0.722919883	FALSE
7819	ITGB6	-6.5598	-0.706319265	-0.372246901	FALSE
7820	ITGB7	-0.121339167	0.51466999	0.039901646	FALSE
7821	ITGB8	-0.611916667	-0.908710506	-0.282137188	FALSE
7822	ITGBL1	-3.992275	-0.910517455	1.229214939	FALSE
7823	ITIH1	-0.523203333	0.35940131	-0.258870149	FALSE
7824	ITIH2	-2.169675	-0.825345061	-0.318468436	FALSE
7825	ITIH3	-2.80575	0.335655512	-1.106940685	FALSE
7826	ITIH4	1.886615	1.250940421	-1.299475752	FALSE
7827	ITIH5	-3.839383333	0.093772452	0.678294124	FALSE
7828	ITIH6	5.87725	-0.077197767	-1.029001466	FALSE
7829	ITK	12.55726667	-1.055707586	-0.503250978	FALSE
7830	ITLN1	-8.79245	-0.147626866	-0.472811011	FALSE
7831	ITLN2	-11.61340833	-0.492355736	-0.534298058	FALSE
7832	ITM2A	3.127608333	-0.025932347	1.519303932	FALSE
7833	ITM2B	-2.800916667	-0.44325549	0.296273011	FALSE
7834	ITM2C	2.2082325	-0.283397472	-0.619352709	FALSE
7835	ITPA	-3.446158333	-0.798578051	-0.045471707	FALSE
7836	ITPK1	-1.173258333	-0.212183356	-0.036325601	FALSE
7837	ITPKA	-5.280221667	0.27020009	1.501890157	FALSE
7838	ITPKB	-1.78263	0.725491429	0.71912766	FALSE
7839	ITPKC	-7.065358333	-0.484389298	0.461780887	FALSE
7840	ITPR1	-1.28827	0.480181646	0.489699587	FALSE
7841	ITPR2	2.554808333	-0.094546641	0.189291589	FALSE
7842	ITPR3	-5.995993333	0.536976088	0.603177499	FALSE
7843	ITPRID1	-0.334133333	-0.336365498	-1.038716312	FALSE
7844	ITPRID2	-1.435011667	0.244104253	0.86835252	FALSE
7845	ITPRIP	-1.44695	-0.526950927	-0.47372446	FALSE
7846	ITPRIPL1	-0.675758333	-0.783862454	-0.490436804	FALSE
7847	ITPRIPL2	-6.857791667	1.580484815	-0.672183501	FALSE
7848	ITSN1	-7.431691667	-0.554043325	0.331155429	FALSE
7849	ITSN2	2.6499475	1.444163144	-0.47124149	FALSE
7850	IVD	1.783865	0.455811839	-0.907255722	FALSE
7851	IVL	-41.56541667	0.503351776	0.944899196	FALSE
7852	IVNS1ABP	5.176278333	-0.138402173	-0.323451767	FALSE
7853	IWS1	0.353985833	0.135835091	-1.158050314	FALSE
7854	IYD	2.947975	0.193769458	0.860435179	FALSE
7855	IZUMO1	-6.002716667	0.281621732	0.41810478	FALSE
7856	IZUMO1R	-4.952691667	-0.669148246	0.97550228	FALSE
7857	IZUMO2	-88.79925833	-0.924619778	4.487571906	FALSE
7858	IZUMO3	-2.147341667	0.603524134	0.040817701	FALSE
7859	IZUMO4	-20.031075	0.083367369	0.076339738	FALSE
7860	JADE1	-4.059933333	0.057737232	-0.619227767	FALSE
7861	JADE2	-1.739793333	1.188284407	0.755563357	FALSE
7862	JADE3	6.206166667	0.560339967	-1.427154264	FALSE
7863	JAG1	-4.141453333	-0.499270076	-0.278026305	FALSE
7864	JAG2	-23.43721667	-0.753748653	0.249565496	FALSE
7865	JAGN1	-5.24714	-0.19922484	-0.130308631	FALSE
7866	JAK1	3.733154167	0.523048162	-0.813079007	FALSE
7867	JAK2	3.4938	-1.107762508	-1.236065234	FALSE
7868	JAK3	-9.031815833	2.730722899	-0.007939931	FALSE
7869	JAKMIP1	-5.829721667	0.501363847	0.7987342	FALSE
7870	JAKMIP2	4.971183333	-0.831305002	-0.055411644	FALSE
7871	JAKMIP3	-5.826275	-1.309667017	-1.425064957	FALSE
7872	JAM2	-7.5112525	0.990971409	-0.501938091	FALSE
7873	JAM3	5.730616667	-1.077498852	-0.29588347	FALSE
7874	JAML	-1.561866667	-1.229036769	-0.088072341	FALSE
7875	JARID2	-1.550895833	0.558427994	-0.836761436	FALSE
7876	JAZF1	6.213095	-0.54755008	0.642210901	FALSE
7877	JCAD	-3.6769975	0.415959089	0.685965238	FALSE
7878	JCHAIN	0.571826667	0.080539546	0.449874074	FALSE
7879	JDP2	-1.323588333	0.231995701	-0.554513363	FALSE
7880	JHY	-3.654660833	-0.416084193	-0.475594865	FALSE
7881	JKAMP	8.121525	-0.326046013	-0.920519507	FALSE
7882	JMJD1C	8.270456667	0.141265696	0.037986754	FALSE
7883	JMJD4	2.833521667	0.309122629	-0.824339796	FALSE
7884	JMJD6	-1.790309167	0.534439289	0.233763358	FALSE
7885	JMJD7	-7.186579167	-0.004643956	-0.568957464	FALSE
7886	JMJD8	-12.38463917	3.26270907	0.322661945	FALSE
7887	JMY	-3.709841667	-1.098887722	-0.4762111	FALSE
7888	JOSD1	1.066608333	-1.742289261	-0.559359104	FALSE
7889	JOSD2	-193.7280367	0.942614629	7.118153196	FALSE
7890	JPH1	1.571366667	0.546634248	-0.469262482	FALSE
7891	JPH2	-9.034983333	-1.576605154	-1.196844949	FALSE
7892	JPH3	2.107918333	-1.008496797	1.659531062	FALSE
7893	JPH4	-2.0461525	1.955616386	-0.161813673	FALSE
7894	JPT1	-2.02813	0.828509973	-0.772550583	FALSE
7895	JPT2	-2.800115	-0.041699373	-0.959747104	FALSE
7896	JRK	-4.262041667	-0.270596699	-0.096060663	FALSE
7897	JRKL	-27.844575	-1.578234135	-0.720241618	FALSE
7898	JSRP1	-22.132675	1.777050066	0.10991904	FALSE
7899	JTB	-1.409936667	0.011941438	1.138570846	FALSE
7900	JUN	-13.56795	-0.796303933	-0.195836012	FALSE
7901	JUNB	-11.62555917	0.231122027	1.179492994	FALSE
7902	JUND	-3.263745833	1.808115348	0.621781553	FALSE
7903	JUP	-1.319673333	0.005598007	0.013994907	FALSE
7904	KALRN	0.0014	-1.372826898	-0.275596398	FALSE
7905	KANK1	-9.257016667	-0.19795332	-0.105656979	FALSE
7906	KANK2	-3.808733333	0.420283331	-0.829474036	FALSE
7907	KANK3	-13.76836667	0.936003504	1.067951975	FALSE
7908	KANK4	-10.41035	-0.225144563	-1.064263966	FALSE
7909	KANSL1	-1.723733333	-1.036219305	-0.288713305	FALSE
7910	KANSL1L	2.967908333	0.057798781	0.265097925	FALSE
7911	KANSL2	-2.850008333	-1.138404503	-1.130417547	FALSE
7912	KANSL3	-20.3916	-0.038653742	-1.390093982	FALSE
7913	KANTR	1.886905	0.289902349	-0.464452227	FALSE
7914	KARS1	-5.709170833	1.683805174	0.920444426	FALSE
7915	KASH5	2.483141667	-1.21501183	0.663576493	FALSE
7916	KAT14	2.172541667	-1.031590866	-1.154935774	FALSE
7917	KAT2A	-1.7739575	0.644165596	1.005119232	FALSE
7918	KAT2B	2.565241667	-0.497764161	0.454837262	FALSE
7919	KAT5	-3.372723333	0.011232569	1.348355183	FALSE
7920	KAT6A	5.436576667	-0.147381774	-0.714775054	FALSE
7921	KAT6B	-7.342608333	-0.699162217	-0.201762956	FALSE
7922	KAT7	-2.863876667	0.650811911	-0.194902896	FALSE
7923	KAT8	-2.036018333	0.270762004	1.873939637	FALSE
7924	KATNA1	-4.926791667	-0.091914912	0.584816074	FALSE
7925	KATNAL1	7.957266667	-0.747832518	0.098055273	FALSE
7926	KATNAL2	-5.5698	-0.057999263	0.020067759	FALSE
7927	KATNB1	-1.295666667	-0.032730342	0.627182531	FALSE
7928	KATNBL1	4.740578333	1.551791088	-0.682433748	FALSE
7929	KATNIP	3.5813975	1.09420889	-0.685554351	FALSE
7930	KAZALD1	-0.095146667	1.136127626	0.866408518	FALSE
