	gene	mean_diff	cv_FXS_zscore	cv_NL_zscore	BRAIN_BREACH
8696	LIG3	9.8902576	-0.837399873	2.279927468	FALSE
8697	LIG4	48.057315	-1.2513389	0.513415671	FALSE
8698	LILRA1	-19.217555	-0.45551487	-0.762748536	FALSE
8699	LILRA2	-56.1819	-0.782797947	-1.045493873	FALSE
8700	LILRA3	0			FALSE
8701	LILRA4	-4.2975125	-0.230169636	0.380528291	FALSE
8702	LILRA5	-9.265695	-1.406043018	-0.834704647	FALSE
8703	LILRA6	-6.144605	-0.104136029	-0.4571559	FALSE
8704	LILRB1	-16.080275	-0.369833437	-0.060315847	FALSE
8705	LILRB2	-18.519905	0.084032756	-0.958810335	FALSE
8706	LILRB3	2.126983	-0.814196321	-0.483465648	FALSE
8707	LILRB4	-16.223685	-1.192953782	-1.231895922	FALSE
8708	LILRB5	1.743755	0.358628565	-1.33341842	FALSE
8709	LIM2	-9.796505	-0.690807366	-0.656772644	FALSE
8710	LIMA1	10.218599	1.016544701	2.188403778	FALSE
8711	LIMCH1	55.494722	0.261515428	0.044187313	FALSE
8712	LIMD1	12.525665	-0.318137512	-0.683262482	FALSE
8713	LIMD2	1.621847	1.551520499	1.519678673	FALSE
8714	LIME1	1.4756996	1.491980784	2.828338282	FALSE
8715	LIMK1	6.994183	1.27011745	0.86751581	FALSE
8716	LIMK2	6.7000835	1.972675967	1.367978799	FALSE
8717	LIMS1	50.9960162	1.123026224	0.685178752	FALSE
8718	LIMS2	17.055528	-0.607916676	-0.443806557	FALSE
8719	LIMS3	21.35807	0.380886135	-0.230340234	FALSE
8720	LIMS4	32.29574	-0.74314079	-1.5469981	FALSE
8721	LIN28A	8.872475	-1.240359913	-1.447439535	FALSE
8722	LIN28B	47.17976	-0.954268354	-0.659118239	FALSE
8723	LIN37	-2.322842	-0.159200409	2.76622898	FALSE
8724	LIN52	7.4508655	-0.680817115	-0.513773588	FALSE
8725	LIN54	56.887018	-0.462077723	0.210103298	FALSE
8726	LIN7A	65.51781	0.06100778	-0.491114558	FALSE
8727	LIN7B	-4.953487	0.111514141	-0.435008768	FALSE
8728	LIN7C	54.7476185	1.06512843	0.257944892	FALSE
8729	LIN9	36.764496	0.538933563	0.236473253	FALSE
8730	LINGO1	-7.502155	-1.388008806	0.229532081	FALSE
8731	LINGO2	77.427945	-0.005848211	-0.593362006	FALSE
8732	LINGO3	-4.516976	0.009969882	0.091061905	FALSE
8733	LINGO4	15.4067635	0.723729519	0.067848816	FALSE
8734	LINS1	15.88515	-0.56081439	-0.654473423	FALSE
8735	LIPA	40.960514	0.702283473	-0.491544946	FALSE
8736	LIPC	38.38731	0.917236109	-0.834330448	FALSE
8737	LIPE	6.631456	-1.582649866	0.857910147	FALSE
8738	LIPF	48.1255	-1.085246277	-0.785689005	FALSE
8739	LIPG	49.224275	0.053972426	-1.309323814	FALSE
8740	LIPH	28.777085	0.418625199	-0.39874497	FALSE
8741	LIPI	63.96068	-0.309808316	-0.715982437	FALSE
8742	LIPJ	68.531085	0.353144862	-0.285788055	FALSE
8743	LIPK	40.19928	-0.943652373	0.391733988	FALSE
8744	LIPM	62.96159	-1.374921078	-1.117102992	FALSE
8745	LIPN	65.644815	-0.225187474	-0.195819811	FALSE
8746	LIPT1	28.100933	1.777348668	-0.10729115	FALSE
8747	LIPT2	-4.1419	-1.284290776	-1.437327245	FALSE
8748	LITAF	-10.74567	-1.178825185	-0.655631215	FALSE
8749	LITAFD	-2.2701775	2.214073563	-0.958603676	FALSE
8750	LIX1	70.917335	0.723693487	-0.604276469	FALSE
8751	LIX1L	19.511994	2.071919238	0.605488751	FALSE
8752	LKAAEAR1	-24.30258	-0.928347663	-1.351470846	FALSE
8753	LLCFC1	12.48533	0.544028715	-1.022027311	FALSE
8754	LLGL1	2.46572422	3.319196062	3.412317471	FALSE
8755	LLGL2	-4.025844	2.112443676	-0.651700508	FALSE
8756	LLPH	71.859455	-0.789673769	-0.444945677	FALSE
8757	LMAN1	79.96172	-0.630310552	-0.764611035	FALSE
8758	LMAN1L	8.536064	-1.649776798	-0.127612318	FALSE
8759	LMAN2	3.1577055	0.168625532	1.042299253	FALSE
8760	LMAN2L	22.652852	1.166939001	-0.123405308	FALSE
8761	LMBR1	35.454342	-0.135933294	-0.843770838	FALSE
8762	LMBR1L	9.9195844	0.25569104	1.353822693	FALSE
8763	LMBRD1	50.60688	0.598737544	-0.425389855	FALSE
8764	LMBRD2	43.827075	-0.709864524	-0.371285095	FALSE
8765	LMCD1	26.270015	0.072076967	-1.209918776	FALSE
8766	LMF1	0.559847	0.19625062	0.796575045	FALSE
8767	LMF2	-1.567559	1.558075398	-0.132637319	FALSE
8768	LMLN	40.836532	-1.020069067	0.316766575	FALSE
8769	LMNA	0.7253725	1.655505311	-0.193872602	FALSE
8770	LMNB1	41.592436	0.018975573	0.44070638	FALSE
8771	LMNB2	5.410368	-0.649093939	-0.432412355	FALSE
8772	LMNTD1	51.0865	-1.362171202	-1.271752043	FALSE
8773	LMNTD2	8.3284765	0.608836038	-0.896488391	FALSE
8774	LMO1	18.0863435	0.936883495	0.232320302	FALSE
8775	LMO2	35.085309	0.54968921	0.810290794	FALSE
8776	LMO3	92.122475	-0.04162069	0.481161432	FALSE
8777	LMO4	25.9007825	1.68418338	1.261629629	FALSE
8778	LMO7	49.45785	0.502368106	-0.669343271	FALSE
8779	LMOD1	15.052833	-0.139231042	0.225028367	FALSE
8780	LMOD2	74.114015	-0.174310099	-0.727952446	FALSE
8781	LMOD3	28.9971645	1.058572528	0.002120191	FALSE
8782	LMTK2	39.354601	-0.319022031	0.902377213	FALSE
8783	LMTK3	2.7668013	1.468453872	1.211752791	FALSE
8784	LMX1A	38.76664	-0.178045484	-1.125683921	FALSE
8785	LMX1B	-0.887805	-1.437500143	-0.716261974	FALSE
8786	LNP1	16.95132	-1.41583199	-0.639010472	FALSE
8787	LNPEP	52.1567636	1.197787344	0.936061401	FALSE
8788	LNPK	56.16625	-0.820541249	-0.451262962	FALSE
8789	LNX1	49.03244	-1.431154413	-0.183761322	FALSE
8790	LNX2	47.488275	0.607738451	-0.932426918	TRUE
8791	LOC101059915	9.044365	0.891137226	-0.549395277	FALSE
8792	LOC102723971	0.59303	-0.548767845	-0.450983351	FALSE
8793	LOC102724250	0			FALSE
8794	LOC102725023	0			FALSE
8795	LOC102725191	56.30925	-1.54970483	-0.787664981	FALSE
8796	LOC110384692	0			FALSE
8797	LOC112267897	56.758695	-0.815865525	-0.613896625	FALSE
8798	LOC112694756	3.466912	0.39198897	-0.265376021	FALSE
8799	LOC114841035	4.1388268	-0.003171769	1.618545698	FALSE
8800	LOC122319436	55.1841	-0.968501623	-0.6397892	FALSE
8801	LOC122319696	19.35425	-1.236544311	-1.114252195	FALSE
8802	LOC122394732	24.695205	-0.73073644	-0.735908242	FALSE
8803	LOC122455340	21.187835	-1.460464407	-0.045456919	FALSE
8804	LOC122455342	0.9843875	0.53170077	0.673529771	FALSE
8805	LOC122513141	2.994172	2.966158808	1.075181465	FALSE
8806	LOC122526780	11.8627205	-0.410610347	1.704650698	FALSE
8807	LOC122539214	27.39589	-1.247849733	-0.884866621	FALSE
8808	LOC127898562	32.931642	1.302348505	1.405303595	FALSE
8809	LOC127898563	24.19422	1.155634213	2.574867921	FALSE
8810	LOC127903862	14.31292	0.605452485	0.670541308	FALSE
8811	LOC127933115	22.011487	0.431685519	0.671538826	FALSE
8812	LOC128031832	12.7288137	0.634047232	2.199731881	FALSE
8813	LOC128031833	33.65901	0.145118878	0.007102273	FALSE
8814	LOC128031834	46.310312	1.008255593	0.368236863	FALSE
8815	LOC128031835	36.1982526	-0.676524278	1.244569362	FALSE
8816	LOC128031836	16.973333	2.096533719	0.585905754	FALSE
8817	LOC128031837	48.2290615	0.536843499	0.172055587	FALSE
8818	LOC128071544	20.0944057	1.811964271	0.714563869	FALSE
8819	LOC128071545	7.7132795	-0.015064296	0.166984476	FALSE
8820	LOC128071547	14.0452445	0.078302576	-0.346689535	FALSE
8821	LOC128092246	47.931895	0.637961988	-0.007162711	FALSE
8822	LOC128092247	10.361069	0.842169763	0.497378045	FALSE
8823	LOC128092248	14.204367	0.847890919	1.394604798	FALSE
8824	LOC128092249	8.17721525	0.679909051	1.231359637	FALSE
8825	LOC128092250	73.82388	-0.827811195	-0.80672143	FALSE
8826	LOC128092251	51.976194	0.412203323	0.714260207	FALSE
8827	LOC128092252	42.94294	0.310377142	0.263892726	FALSE
8828	LOC128092253	38.2468455	0.831780224	0.542868888	FALSE
8829	LOC128125814	10.6723305	0.013802959	2.510458789	FALSE
8830	LOC128125816	11.4369128	0.173392405	0.921788425	FALSE
8831	LOC128125818	27.13427	-0.772468577	-0.960654832	FALSE
8832	LOC128125822	43.936703	0.120884729	0.800907903	FALSE
8833	LOC128462377	8.673323	-0.178814615	0.843932676	FALSE
8834	LOC128706665	48.733931	0.691070446	0.620359927	FALSE
8835	LOC128706666	48.733931	0.691070446	0.620359927	FALSE
8836	LOC400499	-22.284635	-0.868662674	-0.826391549	FALSE
8837	LOC647264	4.73795	-1.35204974	-1.179920815	FALSE
8838	LOC728392	10.2475905	-0.36730947	-0.552527021	FALSE
8839	LOC728743	3.262831	-0.208901132	0.317618924	FALSE
8840	LOC730098	3.921025	-0.861566396	-1.008580448	FALSE
8841	LONP1	-0.852205	-0.462305158	1.340054258	FALSE
8842	LONP2	12.27635	0.012996185	-0.628834267	FALSE
8843	LONRF1	46.122016	0.713795862	-0.223854923	FALSE
8844	LONRF2	23.644498	0.450257377	-0.266141797	FALSE
8845	LONRF3	-3.597755	-0.19618302	-1.12537932	FALSE
8846	LORICRIN	-20.2437	-1.455424914	-1.222676358	FALSE
8847	LOX	86.1111	0.207344707	0.258573044	FALSE
8848	LOXHD1	16.694565	-0.786572115	-0.673067003	FALSE
8849	LOXL1	15.832091	0.106429695	0.940230049	FALSE
8850	LOXL2	16.520163	0.772053734	2.25155735	FALSE
8851	LOXL3	19.647035	-0.451635252	-0.954561837	FALSE
8852	LOXL4	23.605601	-0.019558437	-0.020187619	FALSE
8853	LPA	-21.453525	-1.328544351	-0.998553806	FALSE
8854	LPAR1	41.84851	0.384892456	-0.795622764	FALSE
8855	LPAR2	2.2875735	-0.382454947	1.045647979	FALSE
8856	LPAR3	56.07632	-1.004688878	-0.697312044	FALSE
8857	LPAR4	83.4907	0.318879697	-0.576098642	FALSE
8858	LPAR5	11.2150365	1.27194496	0.045062923	FALSE
8859	LPAR6	52.02329	-0.871001106	-0.835968903	FALSE
8860	LPCAT1	20.9837375	0.252058973	-1.016408568	FALSE
8861	LPCAT2	-30.49406	-0.456204519	-0.574728567	FALSE
8862	LPCAT3	18.0866087	0.495079802	1.195149003	FALSE
8863	LPCAT4	5.66023248	-1.112993994	1.055829064	FALSE
8864	LPGAT1	41.13660375	1.057770628	2.45073011	FALSE
8865	LPIN1	21.971785	0.48660144	0.968912637	FALSE
8866	LPIN2	41.824932	0.878983265	0.810259968	FALSE
8867	LPIN3	12.638461	0.427297214	-0.962152417	FALSE
8868	LPL	37.37786	-0.284522082	-0.309043191	FALSE
8869	LPO	5.544245	0.550826667	-1.035829304	FALSE
8870	LPP	47.454885	1.050550155	-0.463281714	FALSE
8871	LPXN	60.55761	-1.368491131	-0.626909126	FALSE
8872	LRAT	52.388805	-0.583139625	-0.696332502	FALSE
8873	LRATD1	42.444485	-0.358000676	-0.302001299	FALSE
8874	LRATD2	34.731095	0.859530392	-0.615387234	FALSE
8875	LRBA	53.66387	-1.610742965	-0.764176711	FALSE
8876	LRCH1	48.274875	-0.024585513	-0.471829528	FALSE
8877	LRCH2	30.33185	-1.342353835	-0.903952107	FALSE
8878	LRCH3	18.238504	0.476908096	0.316812692	FALSE
8879	LRCH4	0.5582625	2.87153641	1.870472879	FALSE
8880	LRCOL1	-17.250085	-1.581029864	-1.301668809	FALSE
8881	LRFN1	-1.0667208	0.553226572	1.248418806	FALSE
8882	LRFN2	19.089765	-0.885748276	-0.840926265	FALSE
8883	LRFN3	9.524427	-0.891099545	0.958652083	FALSE
8884	LRFN4	-0.5710275	4.175957995	-1.139609599	FALSE
8885	LRFN5	52.56105	0.0580352	-0.500474854	FALSE
8886	LRG1	-26.00476	-0.244597803	0.268092024	FALSE
8887	LRGUK	26.54294	-0.319475856	-0.885425711	TRUE
8888	LRIF1	15.46295	-1.076953307	-0.906597908	FALSE
8889	LRIG1	28.89653	0.51092863	-0.320283787	FALSE
8890	LRIG2	14.74078	0.250811753	-0.545922702	FALSE
8891	LRIG3	84.982815	-0.173274141	-0.738327744	FALSE
8892	LRIT1	30.945735	-0.834294784	-0.989278544	FALSE
8893	LRIT2	44.43	-0.962816514	-0.339028963	FALSE
8894	LRIT3	53.82298	-1.693142078	-0.855585021	FALSE
8895	LRMDA	19.335595	-0.603050018	-0.672751245	FALSE
8896	LRP1	8.5621845	0.796499111	0.924909578	FALSE
8897	LRP10	18.720527	0.945020546	-0.45281166	FALSE
8898	LRP11	41.804547	0.718185567	1.383661878	FALSE
8899	LRP12	56.85984	0.615011182	0.40929238	FALSE
8900	LRP1B	59.01203	-0.523262639	0.213457958	FALSE
8901	LRP2	61.80332	-1.058167994	-1.457410139	FALSE
8902	LRP2BP	37.7971045	0.971117436	0.36778601	FALSE
8903	LRP3	-2.526367	0.149793231	-0.265670655	FALSE
8904	LRP4	16.631661	-0.687304629	0.204522696	FALSE
8905	LRP5	7.008335	-1.46857006	-0.367919428	FALSE
8906	LRP6	60.3186435	0.651190357	0.410434639	TRUE
8907	LRP8	20.466751	0.542533239	0.183671601	FALSE
8908	LRPAP1	15.177575	0.799608215	1.211483813	FALSE
8909	LRPPRC	33.635157	0.059448363	0.362177986	FALSE
8910	LRR1	53.152985	0.724948279	-1.217717791	FALSE
8911	LRRC1	47.118205	-0.024647501	-0.244708763	FALSE
8912	LRRC10	51.75877	0.136561668	-1.270779352	FALSE
8913	LRRC10B	9.889207	-2.010572107	0.73418823	FALSE
8914	LRRC14	3.6368701	0.933578406	2.600345768	FALSE
8915	LRRC14B	12.680411	-0.345354183	-0.049737277	FALSE
8916	LRRC15	28.61073	-0.501975406	-0.630713265	FALSE
8917	LRRC17	53.368226	-0.403499301	0.972045574	FALSE
8918	LRRC18	71.06201	-0.115008258	-0.684789692	FALSE
8919	LRRC19	70.29444	0.278004885	-0.25190275	FALSE
8920	LRRC2	12.643785	-0.108237077	-0.041533907	FALSE
8921	LRRC20	19.1276385	-0.009651775	0.478309262	FALSE
8922	LRRC23	5.649479	-0.142189792	-0.076768431	FALSE
8923	LRRC24	-1.1920663	0.959166664	1.540779678	FALSE
8924	LRRC25	-13.47374	-0.459804191	-0.840667234	FALSE
8925	LRRC26	4.2661105	2.882408078	2.450569124	FALSE
8926	LRRC27	10.725969	-1.243454918	0.581143047	FALSE
8927	LRRC28	29.2230655	1.741411628	0.886126329	FALSE
8928	LRRC3	12.460955	-1.623313228	-1.551306628	FALSE
8929	LRRC30	39.538125	-0.491540199	-1.437753876	FALSE
8930	LRRC31	64.14605	-1.016141982	-0.841928244	FALSE
8931	LRRC32	14.41964	1.245914826	0.315165758	FALSE
8932	LRRC34	67.43671	0.339684596	0.811717019	FALSE
8933	LRRC36	-27.331125	-0.653820365	-1.188567302	FALSE
8934	LRRC37A	3.2533025	0.105058882	0.137785003	FALSE
8935	LRRC37A2	16.0611918	-0.14202286	1.629783023	FALSE
8936	LRRC37A3	20.0363765	1.005460936	1.529559403	FALSE
8937	LRRC37B	0.33079	-1.268418482	-0.653247885	FALSE
8938	LRRC38	-30.84165	-1.49226086	-0.993223181	FALSE
8939	LRRC39	75.58942	0.46965844	-0.5799756	FALSE
8940	LRRC3B	72.299885	-0.658307908	-0.118248785	FALSE
8941	LRRC3C	7.3533865	1.547460655	-0.664429857	FALSE
8942	LRRC4	5.631065	-0.034882527	0.604298114	FALSE
8943	LRRC40	59.9234776	-0.096689815	1.033892242	FALSE
8944	LRRC41	7.638854	-1.062049698	0.517339868	FALSE
8945	LRRC42	20.4173409	-0.39712546	0.278045232	FALSE
8946	LRRC43	11.851627	-0.375874675	0.61240492	FALSE
8947	LRRC45	-0.2015274	0.411234911	1.120059059	FALSE
8948	LRRC46	-5.3898588	0.161349124	2.784593097	FALSE
8949	LRRC47	6.9851345	1.791375232	1.167522315	FALSE
8950	LRRC49	19.780442	-0.497127511	-0.0568893	FALSE
8951	LRRC4B	5.18920275	1.690222008	-0.424010483	FALSE
8952	LRRC4C	48.13219	-1.318481224	-0.749472664	FALSE
8953	LRRC51	6.764914	0.239030573	-0.705228469	FALSE
8954	LRRC52	76.75808	0.268102868	-1.130834745	FALSE
8955	LRRC53	76.73508	0.660631847	0.03433751	FALSE
8956	LRRC55	49.17646	-0.457557459	-0.186946911	FALSE
8957	LRRC56	15.43954	-0.317449534	0.181075691	FALSE
8958	LRRC57	32.292017	-0.327781723	-0.023741515	FALSE
8959	LRRC58	35.487975	0.888446651	0.058700823	FALSE
8960	LRRC59	9.1158275	-0.232639443	0.524460846	FALSE
8961	LRRC61	28.567021	-0.343595857	-0.58077798	FALSE
8962	LRRC63	-26.87705	-1.686772715	-1.331127454	FALSE
8963	LRRC66	60.071785	-0.522633042	-1.321125372	FALSE
8964	LRRC69	71.37566	-0.179377556	-1.122576855	FALSE
8965	LRRC7	24.536645	-0.051670062	0.2328617	FALSE
8966	LRRC70	101.000533	0.402729884	0.289500204	FALSE
8967	LRRC71	18.137005	-1.897685372	-1.271850212	FALSE
8968	LRRC72	81.43203	-0.225660194	-0.296247417	FALSE
8969	LRRC73	-1.4705245	-0.068163652	0.469072259	FALSE
8970	LRRC74A	0.15392	-0.549834427	-1.049562675	FALSE
8971	LRRC74B	5.508341	1.036700031	0.02454406	FALSE
8972	LRRC75A	1.7811163	-0.300057547	1.853342036	FALSE
8973	LRRC75B	6.652584	0.185296689	-1.036092939	FALSE
8974	LRRC8A	5.9553905	0.729330453	0.950782479	FALSE
8975	LRRC8B	42.324559	-0.292303957	0.054055704	FALSE
8976	LRRC8C	57.8745215	0.599565838	1.561283176	FALSE
8977	LRRC8D	56.563817	-0.483385433	1.177860061	FALSE
8978	LRRC8E	-6.88304775	1.84926839	-0.377999126	FALSE
8979	LRRC9	37.115415	-0.654257695	-1.117768666	FALSE
8980	LRRCC1	71.42085	0.172227205	-0.634693729	FALSE
8981	LRRD1	66.947462	0.433587188	0.037929705	FALSE
8982	LRRFIP1	-15.885055	-1.391966777	-0.706770588	FALSE
8983	LRRFIP2	33.9270145	0.548744349	1.363611359	FALSE
8984	LRRIQ1	56.725319	1.457228324	0.65346181	FALSE
8985	LRRIQ3	35.86405	-1.308107158	-0.584785252	FALSE
8986	LRRIQ4	22.13768	-1.512994664	-0.696625756	FALSE
8987	LRRK1	27.9576	0.872485106	-0.036327859	FALSE
8988	LRRK2	74.39694	0.373692128	-0.280612503	FALSE
8989	LRRN1	48.720135	0.329478969	-0.254724519	FALSE
8990	LRRN2	10.9937245	0.068343897	-0.690478911	FALSE
8991	LRRN3	61.342856	0.565196593	0.254607603	FALSE
8992	LRRN4	54.914379	0.502535689	0.562904421	FALSE
8993	LRRN4CL	10.404896	-1.618594524	-0.505565553	FALSE
8994	LRRTM1	55.427185	-0.671017455	-0.12560296	FALSE
8995	LRRTM2	2.60747	-0.245910488	1.098292457	FALSE
8996	LRRTM3	43.2534282	0.54854389	2.705537572	FALSE
8997	LRRTM4	54.6674	-0.200824493	-0.933311467	FALSE
8998	LRSAM1	10.145714	-0.396483445	1.448150294	FALSE
8999	LRTM1	39.391865	-0.292121282	-0.784970732	TRUE
9000	LRTM2	1.938197	-0.084357399	-0.253546914	FALSE
9001	LRWD1	2.63016775	1.109528236	1.285596901	FALSE
9002	LSAMP	52.11784	0.357635876	-0.037982889	FALSE
9003	LSG1	33.605721	1.512510611	0.68180494	FALSE
9004	LSM1	36.134604	1.807969773	0.313876031	FALSE
9005	LSM10	7.3555535	-0.678143332	-0.638097715	FALSE
9006	LSM11	53.692685	0.734638941	0.200265081	FALSE
9007	LSM12	8.544199	0.14213817	0.817702444	FALSE
9008	LSM14A	10.9481985	0.270694443	1.936421067	FALSE
9009	LSM14B	4.9263755	1.463952409	1.919044189	FALSE
9010	LSM2	11.4822885	1.66739161	2.059229188	FALSE
9011	LSM3	22.27359	0.693309701	0.320170836	FALSE
9012	LSM4	0.999065	0.094039518	0.034504113	FALSE
9013	LSM5	36.1986512	-0.006789968	2.663592484	FALSE
9014	LSM6	51.240982	0.720789262	0.715295289	FALSE
9015	LSM7	0.478201	0.703873105	1.311012269	FALSE
9016	LSM8	47.359918	0.857699127	0.193726989	FALSE
9017	LSMEM1	70.618965	0.354629033	-0.44202919	FALSE
9018	LSMEM2	2.869628	0.88838429	-0.42068468	FALSE
9019	LSP1	-12.613195	-0.069200463	-0.407799572	FALSE
9020	LSR	3.40984	-0.33294124	-0.575112772	FALSE
9021	LSS	13.152406	1.677551562	1.109590149	FALSE
9022	LST1	6.3856065	0.424788052	0.023835608	FALSE
9023	LTA	-4.1013615	0.364928482	-0.523936104	FALSE
9024	LTA4H	38.311103	0.923084085	0.739407014	FALSE
9025	LTB	5.79013	0.095120373	0.107333029	FALSE
9026	LTB4R	19.6413	0.961859763	-1.047368505	FALSE
9027	LTB4R2	15.907986	1.80476311	0.122723379	FALSE
9028	LTBP1	28.09228	-0.200506022	-0.874652476	FALSE
9029	LTBP2	6.8772075	-0.018832072	-0.018803073	FALSE
9030	LTBP3	-4.4175265	2.93996935	2.702516591	FALSE
9031	LTBP4	0.206909	3.049001085	0.8791819	FALSE
9032	LTBR	5.56791	-0.333613314	-0.755978805	FALSE
9033	LTC4S	6.19201	0.638573517	0.357431182	FALSE
9034	LTF	44.157475	-0.573648569	-0.80836015	FALSE
9035	LTK	-3.4156955	-0.75554349	-0.264018169	FALSE
9036	LTN1	53.269425	-0.142837174	-0.946097904	FALSE
9037	LTO1	8.4149895	-0.148739189	0.623142715	FALSE
9038	LTV1	52.41533	-0.72896966	-1.1603762	FALSE
9039	LUC7L	-0.4133955	-1.206084254	0.096317779	FALSE
9040	LUC7L2	25.921882	0.79986439	3.408420618	FALSE
9041	LUC7L3	8.485525	0.182994033	0.610648949	FALSE
9042	LUM	70.040855	-0.137465589	-0.93341034	FALSE
9043	LURAP1	6.4511035	1.490058792	-0.255271205	FALSE
9044	LURAP1L	43.95933	-1.568203313	-0.643993354	FALSE
9045	LUZP1	8.193543	0.714196915	0.564461163	FALSE
9046	LUZP2	42.39569	-0.08410353	-0.705896959	FALSE
9047	LUZP4	38.69441	-1.348654122	-1.010012715	FALSE
9048	LVRN	40.6013	-1.58530592	-1.171256104	FALSE
9049	LXN	65.281183	0.195194587	0.45590728	FALSE
9050	LY6D	6.893305	-1.491730314	-1.101445936	FALSE
9051	LY6E	-1.348911	0.237601847	0.451502978	FALSE
9052	LY6G5B	11.5190395	0.178755973	0.488882006	FALSE
9053	LY6G5C	8.568608	0.458612842	0.238400484	FALSE
9054	LY6G6C	1.1706395	0.210825527	-0.253462	FALSE
9055	LY6G6D	2.3615625	-0.378166426	-0.221665284	FALSE
9056	LY6G6F	3.8094964	-1.158962029	1.325208405	FALSE
9057	LY6H	-40.951205	-1.352540865	-0.717584363	FALSE
9058	LY6K	17.5903	-0.832116974	0.262511135	FALSE
9059	LY6L	-41.85615	-0.633517782	-1.392214012	FALSE
9060	LY6S	-2.07259	-1.580793256	0.036613357	FALSE
9061	LY75	59.813305	-0.305531609	0.463892733	FALSE
9062	LY86	15.38826	-0.002114444	-1.375570208	FALSE
9063	LY9	4.8155	-1.532788549	-1.129740841	FALSE
9064	LY96	32.58496	-1.048898787	-1.356035641	FALSE
9065	LYAR	21.980387	1.810480678	0.150442745	FALSE
9066	LYG1	27.738886	-1.034912085	0.189853945	FALSE
9067	LYG2	9.698605	-1.164722844	-0.79001194	FALSE
9068	LYL1	-3.2426385	0.449026406	-0.750186334	FALSE
9069	LYN	69.515905	0.182838483	-0.954147124	FALSE
9070	LYNX1	5.2809355	1.697252688	-0.02446435	FALSE
9071	LYPD1	75.74814	0.557822242	-0.763460163	FALSE
9072	LYPD2	8.060209	-0.912318225	0.910171524	FALSE
9073	LYPD3	11.912123	-0.165512999	-0.541157499	FALSE
9074	LYPD4	-3.55531	-0.554994741	-0.014427828	FALSE
9075	LYPD5	-17.88007	-1.68911281	-0.304916311	FALSE
9076	LYPD6	72.976	-0.950557541	-1.160854938	FALSE
9077	LYPD6B	-23.10905	-1.624399958	-1.095972808	FALSE
9078	LYPD8	14.30427	-0.904111437	-1.515982665	FALSE
9079	LYPLA1	51.644175	-0.359994521	0.039928916	FALSE
9080	LYPLA2	0.802207	1.026829601	0.884297286	FALSE
9081	LYPLAL1	53.956796	0.569634532	0.267507209	FALSE
9082	LYRM1	7.935242	-0.183210333	0.14645365	FALSE
9083	LYRM2	32.195085	0.282154594	0.519669733	FALSE
9084	LYRM4	38.74184	-0.307298724	-0.684657801	FALSE
9085	LYRM7	49.924454	1.259808496	0.349104362	FALSE
9086	LYRM9	5.282252	0.205246843	0.170620382	FALSE
9087	LYSET	21.6788165	1.501480704	0.222349126	FALSE
9088	LYSMD1	2.635583	1.789091209	3.278207709	FALSE
9089	LYSMD2	37.760039	-0.795479389	1.913993084	FALSE
9090	LYSMD3	80.017935	0.032819678	0.41413669	FALSE
9091	LYSMD4	20.932283	0.311760181	0.449500542	FALSE
9092	LYST	31.874755	-0.93032209	-0.85911862	TRUE
9093	LYVE1	29.884015	0.818153551	-0.699510927	FALSE
9094	LYZ	49.199095	0.104125275	0.227837583	FALSE
9095	LYZL1	-13.869	-2.056690977	-1.207405976	FALSE
9096	LYZL2	-6.1253	-1.136815781	-0.954713686	FALSE
9097	LYZL4	8.97493	-1.67191537	-0.365627064	FALSE
9098	LYZL6	5.860815	-1.036688044	-1.367714291	FALSE
9099	LZIC	10.1504805	0.446508598	0.606904719	FALSE
9100	LZTFL1	20.170221	0.152723119	0.377044012	FALSE
9101	LZTR1	4.6528307	1.657302636	3.936423815	FALSE
9102	LZTS1	15.599629	0.169225425	-0.852598457	FALSE
9103	LZTS2	4.0317895	3.031931939	3.693001619	FALSE
9104	LZTS3	-1.528094	-0.039524427	-0.227486028	FALSE
9105	M1AP	17.329605	-0.031123501	-1.262095972	FALSE
9106	M6PR	41.348625	-0.892324275	-0.539697083	FALSE
9107	MAB21L1	55.43729	0.931907486	0.004891699	FALSE
9108	MAB21L2	63.68863	0.2923917	-0.534207477	FALSE
9109	MAB21L3	44.3213	0.713937496	-0.652392405	FALSE
9110	MAB21L4	4.1581	-0.332541121	-0.58728971	FALSE
9111	MACC1	88.372825	0.174327742	-0.970597165	FALSE
9112	MACF1	6.6437044	1.842083575	1.435308174	FALSE
9113	MACIR	47.5632995	1.032207356	1.558283972	FALSE
9114	MACO1	2.16169425	0.885959708	0.878082458	FALSE
9115	MACROD1	0.202797	-1.2648715	0.618285835	FALSE
9116	MACROD2	53.46125	-0.316067628	-1.299048354	FALSE
9117	MACROH2A1	24.1846205	0.030449488	1.858512054	FALSE
9118	MACROH2A2	20.58038	0.423199884	-0.715559209	FALSE
9119	MAD1L1	9.68461	-0.641682315	0.723322709	FALSE
9120	MAD2L1	68.551907	0.129747934	1.106087663	FALSE
9121	MAD2L1BP	15.8511765	0.74151048	-1.06076454	FALSE
9122	MAD2L2	5.5311766	-0.346978719	2.262455484	FALSE
9123	MADCAM1	-2.188849	0.196156166	0.390445278	FALSE
9124	MADD	4.2013905	0.808929584	0.130711219	FALSE
9125	MAEA	6.1149404	2.231984956	0.455735605	FALSE
9126	MAEL	43.482775	-0.388312917	-0.394662557	FALSE
9127	MAF	22.882711	1.482162692	1.479940523	FALSE
