gene	cv_FXS_zscore	NPC_BREACH	Pearson_rho_wFMRP	q_value_wFMRP	q_value_wFMRP_neglog10	
LAMTOR3	-0.548831455	FALSE	0.47539626	0.084986596	1.070649567	
LAMTOR4	-0.69573908	FALSE	0.550224939	0.061638264	1.210149605	
LAMTOR5	0.21272821	FALSE	0.544863854	0.065813414	1.181685577	
LANCL1	0.151616524	FALSE	0.468087769	0.084986596	1.070649567	
LANCL2	0.13653653	FALSE	0.471684336	0.084986596	1.070649567	
LANCL3	0.839160041	FALSE	0.517618999	0.084986596	1.070649567	
LAP3	0.902702101	FALSE	0.535878556	0.071551959	1.145378472	
LAPTM4A	-0.72936807	FALSE	0.4940103	0.084986596	1.070649567	
LAPTM4B	0.026262768	FALSE	0.595256154	0.032310677	1.490653942	
LAPTM5	0.33378019	FALSE	0.592974831	0.033623974	1.473350958	
LARGE1	0.535673146	FALSE	0.511906935	0.084986596	1.070649567	
LARGE2	0.610162539	FALSE	0.466869181	0.084986596	1.070649567	
LARP1	0.015417906	FALSE	0.475595107	0.084986596	1.070649567	
LARP1B	-0.36435798	FALSE	0.470348554	0.084986596	1.070649567	
LARP4	-1.321168151	FALSE	0.466734985	0.084986596	1.070649567	
LARP4B	-0.770137923	FALSE	0.562937006	0.051961665	1.284316941	
LARP7	-0.094261889	FALSE	0.469352064	0.084986596	1.070649567	
LARS1	-1.058405206	FALSE	0.473970662	0.084986596	1.070649567	
LARS2	-0.199435481	FALSE	0.477757156	0.084986596	1.070649567	
LAS1L	0.261976376	FALSE	0.469926638	0.084986596	1.070649567	
LASP1	0.157565195	FALSE	0.473044405	0.084986596	1.070649567	
LAT	0.111313692	FALSE	0.503590364	0.084986596	1.070649567	
LAT2	-0.490095056	FALSE	0.470850237	0.084986596	1.070649567	
LATS1	0.827047978	FALSE	0.48532881	0.084986596	1.070649567	
LATS2	-0.785227511	FALSE	0.541406843	0.06822958	1.166027302	
LAX1	-0.718462394	FALSE	0.524348894	0.080627264	1.093518077	
LAYN	0.071017309	FALSE	0.53804828	0.069956404	1.155172524	
LBH	-0.42295901	FALSE	0.468161671	0.084986596	1.070649567	
LBHD1	0.866725439	FALSE	0.505337554	0.084986596	1.070649567	
LBR	-0.732097722	FALSE	0.483067889	0.084986596	1.070649567	
LBX2	3.443345448	FALSE	0.477748373	0.084986596	1.070649567	
LCA5	0.325194794	FALSE	0.515359408	0.084986596	1.070649567	
LCA5L	-0.976034931	FALSE	0.490252497	0.084986596	1.070649567	
LCAT	0.161362266	FALSE	0.491383096	0.084986596	1.070649567	
LCK	-0.66533113	FALSE	0.504170041	0.084986596	1.070649567	
LCLAT1	-0.598538305	FALSE	0.608306539	0.02566034	1.590737588	
LCMT1	-0.709556651	FALSE	0.636356137	0.015531156	1.808796206	
LCMT2	0.610094873	FALSE	0.492791403	0.084986596	1.070649567	
LCN10	-0.362625357	FALSE	0.466394826	0.084986596	1.070649567	
LCN12	0.529496806	FALSE	0.589160742	0.035777593	1.446388877	
LCN2	0.360359386	FALSE	0.495041169	0.084986596	1.070649567	
LCN8	-1.241660743	FALSE	0.498030061	0.084986596	1.070649567	
LCNL1	0.686576317	FALSE	0.588143405	0.036248207	1.440713475	
LCOR	-0.682112507	FALSE	0.491314565	0.084986596	1.070649567	
LCORL	-1.002738347	FALSE	0.472465719	0.084986596	1.070649567	
LCP1	0.085809833	FALSE	0.476921585	0.084986596	1.070649567	
LCP2	-0.81031029	FALSE	0.468404822	0.084986596	1.070649567	
LDAH	-0.451833611	FALSE	0.500991576	0.084986596	1.070649567	
LDB1	2.542496218	FALSE	0.471807624	0.084986596	1.070649567	
LDB2	-0.900769518	FALSE	0.471761707	0.084986596	1.070649567	
LDHA	-0.004938541	FALSE	0.466549029	0.084986596	1.070649567	
LDHAL6A	0.368273099	FALSE	0.475946501	0.084986596	1.070649567	
LDHB	-0.500164657	FALSE	0.853236036	5.44E-06	5.264055287	
LDHC	-1.293099487	FALSE	0.546798722	0.064373278	1.191294373	
LDHD	-0.595719602	FALSE	0.466357825	0.084986596	1.070649567	
LDLR	-0.067668417	FALSE	0.53020851	0.075874273	1.119905455	
LDLRAD2	-1.141348693	FALSE	0.508211335	0.084986596	1.070649567	
LDLRAD3	-1.013090028	FALSE	0.473004877	0.084986596	1.070649567	
LDLRAD4	-0.833030785	FALSE	0.466290464	0.084986596	1.070649567	
LDLRAP1	0.321659335	FALSE	0.487530776	0.084986596	1.070649567	
LDOC1	-0.128261115	FALSE	0.559310215	0.054702426	1.261993413	
LEAP2	0.93632962	FALSE	0.47974435	0.084986596	1.070649567	
LEF1	-0.149010742	FALSE	0.48425636	0.084986596	1.070649567	
LEFTY1	0.011660882	FALSE	0.467674344	0.084986596	1.070649567	
LEFTY2	0.94165187	FALSE	0.474586791	0.084986596	1.070649567	
LEKR1	-0.511744618	FALSE	0.579759935	0.040517071	1.392361953	
LEMD2	0.874282622	FALSE	0.466369835	0.084986596	1.070649567	
LEMD3	-0.833425265	FALSE	0.466422575	0.084986596	1.070649567	
LENG1	0.421085567	FALSE	0.502353536	0.084986596	1.070649567	
LENG8	0.01265103	FALSE	0.523323183	0.081369011	1.089540961	
LENG9	2.473700348	FALSE	0.497178134	0.084986596	1.070649567	
LEO1	-0.019172461	FALSE	0.467362736	0.084986596	1.070649567	
LEP	-0.572920627	FALSE	0.528947787	0.076601503	1.115762706	
LEPR	-0.110233818	FALSE	0.479625451	0.084986596	1.070649567	
LEPROT	-0.110233818	FALSE	0.492682353	0.084986596	1.070649567	
LEPROTL1	-0.485260527	FALSE	0.608272229	0.025661849	1.590712061	
LETM1	0.197742827	FALSE	0.481796795	0.084986596	1.070649567	
LETM2	-0.753662067	FALSE	0.734011651	0.001116026	2.952325569	
LETMD1	-0.016882347	FALSE	0.474610353	0.084986596	1.070649567	
LFNG	5.723040293	FALSE	0.466255738	0.084986596	1.070649567	
LGALS1	-0.458686749	FALSE	0.497971245	0.084986596	1.070649567	
LGALS12	0.02402802	FALSE	0.47071422	0.084986596	1.070649567	
LGALS2	0.731468978	FALSE	0.493765153	0.084986596	1.070649567	
LGALS3	-0.913843361	FALSE	0.504459267	0.084986596	1.070649567	
LGALS3BP	0.589297725	FALSE	0.466254123	0.084986596	1.070649567	
LGALS4	-0.724540565	FALSE	0.472288061	0.084986596	1.070649567	
LGALS8	-0.603762972	FALSE	0.479219675	0.084986596	1.070649567	
LGALS9	0.756575918	FALSE	0.486398006	0.084986596	1.070649567	
LGALS9B	-0.027999623	FALSE	0.472708234	0.084986596	1.070649567	
LGALS9C	-1.154958049	FALSE	0.467552758	0.084986596	1.070649567	
LGALSL	-0.84505483	FALSE	0.50389461	0.084986596	1.070649567	
LGI4	0.230316631	FALSE	0.480459632	0.084986596	1.070649567	
LGMN	-0.890122408	FALSE	0.520482276	0.083741149	1.077061086	
LGR4	0.97465269	FALSE	0.466306424	0.084986596	1.070649567	
LGR6	-1.233443949	FALSE	0.474747745	0.084986596	1.070649567	
LGSN	1.314679741	TRUE	0.482919184	0.084986596	1.070649567	
LHB	1.920327746	FALSE	0.617679848	0.021805437	1.661435209	
LHFPL1	-1.677407425	FALSE	0.698586529	0.003323648	2.47838499	
LHFPL2	-1.321007935	FALSE	0.466662735	0.084986596	1.070649567	
LHFPL5	0.318830084	FALSE	0.472071125	0.084986596	1.070649567	
LHFPL6	-0.247541637	FALSE	0.486201019	0.084986596	1.070649567	
LHPP	-0.386208614	FALSE	0.533879256	0.07291367	1.137191041	
LIAS	-0.614191172	FALSE	0.522656267	0.081936071	1.086524866	
LIF	1.542683672	FALSE	0.509026436	0.084986596	1.070649567	
LIG1	0.309248901	FALSE	0.466843999	0.084986596	1.070649567	
LIG3	-0.001223575	FALSE	0.618258629	0.021592075	1.665705624	
LIG4	0.684340316	FALSE	0.53399913	0.072801443	1.137860012	
LILRA1	-0.522827858	FALSE	0.469816851	0.084986596	1.070649567	
LILRA2	-0.955439275	FALSE	0.479195535	0.084986596	1.070649567	
LILRA4	-0.133258597	FALSE	0.731211972	0.001161962	2.934807949	
LILRA5	-0.441851227	FALSE	0.507367227	0.084986596	1.070649567	
LILRA6	-1.225233302	FALSE	0.471575589	0.084986596	1.070649567	
LILRB1	-0.483845422	FALSE	0.523140514	0.081546623	1.088594019	
LILRB2	-0.678223735	FALSE	0.470992258	0.084986596	1.070649567	
LILRB3	-0.775770355	FALSE	0.470277551	0.084986596	1.070649567	
LILRB4	-0.265336309	FALSE	0.47280754	0.084986596	1.070649567	
LILRB5	-0.339417792	FALSE	0.501299665	0.084986596	1.070649567	
LIM2	-0.599317435	FALSE	0.548654335	0.06284337	1.201740531	
LIMA1	1.229441772	FALSE	0.555721575	0.057146784	1.243008203	
LIMCH1	0.01591795	FALSE	0.475389714	0.084986596	1.070649567	
LIMD1	0.173897677	FALSE	0.527216675	0.078447464	1.10542109	
LIMD2	0.943724048	FALSE	0.504682852	0.084986596	1.070649567	
LIME1	1.366574903	FALSE	0.521843465	0.082602217	1.083008294	
LIMK1	0.324649184	FALSE	0.513072041	0.084986596	1.070649567	
LIMK2	-0.497340699	FALSE	0.507923476	0.084986596	1.070649567	
LIMS1	0.200084284	FALSE	0.50305418	0.084986596	1.070649567	
LIMS2	0.516701454	FALSE	0.545220115	0.065612496	1.183013443	
LIMS3	-0.419337944	FALSE	0.7156556	0.002001619	2.698618646	
LIN37	0.523653449	FALSE	0.532102632	0.074346502	1.128739461	
LIN52	-0.324292138	FALSE	0.470109666	0.084986596	1.070649567	
LIN54	-1.141550946	FALSE	0.466254131	0.084986596	1.070649567	
LIN7A	-1.398341966	FALSE	0.491951818	0.084986596	1.070649567	
LIN7B	0.140161113	FALSE	0.561766965	0.053017305	1.275582356	
LIN7C	0.33502618	FALSE	0.532798631	0.073775771	1.132086244	
LIN9	-0.420809679	FALSE	0.47357295	0.084986596	1.070649567	
LINGO2	1.014564154	FALSE	0.476700127	0.084986596	1.070649567	
LINGO3	1.260465019	FALSE	0.488847956	0.084986596	1.070649567	
LINGO4	1.148195114	FALSE	0.484397092	0.084986596	1.070649567	
LINS1	0.553354517	FALSE	0.498018506	0.084986596	1.070649567	
LIPA	1.280219451	FALSE	0.572195404	0.045614929	1.340892995	
LIPC	0.652105256	FALSE	0.529163774	0.076476198	1.116473714	
LIPE	-0.08723761	FALSE	0.541183873	0.06822958	1.166027302	
LIPH	0.021441246	FALSE	0.548020852	0.063247783	1.198954696	
LIPJ	0.733929032	FALSE	0.467629768	0.084986596	1.070649567	
LIPN	0.061266361	FALSE	0.562413579	0.052382914	1.280810349	
LIPT1	1.790050285	FALSE	0.469104812	0.084986596	1.070649567	
LIPT2	0.232946473	FALSE	0.495295467	0.084986596	1.070649567	
LITAF	-0.943950967	FALSE	0.466358723	0.084986596	1.070649567	
LIX1L	-0.149191394	FALSE	0.640091314	0.014370744	1.842520734	
LKAAEAR1	1.099666021	FALSE	0.50794669	0.084986596	1.070649567	
LLCFC1	-0.470705239	FALSE	0.473948378	0.084986596	1.070649567	
LLGL1	0.384893104	FALSE	0.472434562	0.084986596	1.070649567	
LLGL2	1.130817671	FALSE	0.469530973	0.084986596	1.070649567	
LLPH	-0.511808409	FALSE	0.467051959	0.084986596	1.070649567	
LMAN1	0.288965486	FALSE	0.47740401	0.084986596	1.070649567	
LMAN2	-0.027944009	FALSE	0.475495539	0.084986596	1.070649567	
LMAN2L	-0.42860475	FALSE	0.492549397	0.084986596	1.070649567	
LMBR1	-0.764576948	FALSE	0.466724685	0.084986596	1.070649567	
LMBR1L	-0.508134551	FALSE	0.466579485	0.084986596	1.070649567	
LMBRD1	1.095548897	FALSE	0.466273644	0.084986596	1.070649567	
LMBRD2	-0.811205152	FALSE	0.476415013	0.084986596	1.070649567	
LMCD1	0.106257456	FALSE	0.484663133	0.084986596	1.070649567	
LMF1	0.135112877	FALSE	0.504432986	0.084986596	1.070649567	
LMF2	-0.446807942	FALSE	0.477142127	0.084986596	1.070649567	
LMLN	-1.122754629	FALSE	0.563418734	0.051434895	1.28874214	
LMNA	0.2786359	FALSE	0.47337206	0.084986596	1.070649567	
LMNB1	-0.538413118	FALSE	0.523666259	0.081059424	1.091196484	
LMNB2	1.92045553	FALSE	0.485980785	0.084986596	1.070649567	
LMNTD2	3.106724322	FALSE	0.467096536	0.084986596	1.070649567	
LMO2	0.709961042	FALSE	0.503377541	0.084986596	1.070649567	
LMO4	-0.036917751	FALSE	0.530728141	0.075547113	1.121782129	
LMO7	0.028926507	FALSE	0.49047973	0.084986596	1.070649567	
LMTK2	-1.378517431	FALSE	0.541988323	0.067973211	1.167662215	
LMTK3	1.480406751	FALSE	0.608538314	0.02554375	1.592715352	
LNP1	-0.744498684	FALSE	0.60360322	0.02793847	1.553797383	
LNPEP	-0.892105058	FALSE	0.467121806	0.084986596	1.070649567	
LNPK	-0.872895296	FALSE	0.47925688	0.084986596	1.070649567	
LNX1	-0.363272164	FALSE	0.55142456	0.060603113	1.217505066	
LNX2	-0.931809577	FALSE	0.467036232	0.084986596	1.070649567	
LONP1	1.157880736	FALSE	0.476330778	0.084986596	1.070649567	
LONP2	-0.227023828	FALSE	0.506054109	0.084986596	1.070649567	
LONRF1	0.219911328	FALSE	0.551419606	0.060603113	1.217505066	
LONRF3	2.144132025	FALSE	0.466804311	0.084986596	1.070649567	
LOXHD1	-0.351522439	FALSE	0.479343321	0.084986596	1.070649567	
LOXL1	0.795703856	FALSE	0.4700964	0.084986596	1.070649567	
LOXL2	0.3455188	FALSE	0.478124195	0.084986596	1.070649567	
LOXL3	-0.364149125	FALSE	0.624310746	0.019425823	1.711620563	
LPAR1	-1.5489919	FALSE	0.529994039	0.07599084	1.119238753	
LPAR2	0.25742082	FALSE	0.470064867	0.084986596	1.070649567	
LPAR3	-0.006573998	FALSE	0.537729186	0.070129804	1.154097377	
LPAR4	-1.394908084	FALSE	0.468845384	0.084986596	1.070649567	
LPAR5	0.042307424	FALSE	0.466762484	0.084986596	1.070649567	
LPAR6	-0.92427055	FALSE	0.669935716	0.007441901	2.128316134	
LPCAT1	0.635360847	FALSE	0.470447979	0.084986596	1.070649567	
LPCAT2	-0.142590769	FALSE	0.466452714	0.084986596	1.070649567	
LPCAT3	0.271247627	FALSE	0.664110013	0.008448083	2.073241846	
LPCAT4	0.737108725	FALSE	0.466324325	0.084986596	1.070649567	
LPGAT1	-0.424066848	FALSE	0.466702759	0.084986596	1.070649567	
LPIN1	-0.138973854	FALSE	0.519078987	0.084924492	1.070967045	
LPIN2	-0.279923717	FALSE	0.517619888	0.084986596	1.070649567	
LPIN3	-0.368359339	FALSE	0.506252396	0.084986596	1.070649567	
LPL	0.345397224	FALSE	0.466648168	0.084986596	1.070649567	
LPP	0.904167093	FALSE	0.474063637	0.084986596	1.070649567	
LPXN	-0.900650537	FALSE	0.490739026	0.084986596	1.070649567	
LRATD2	1.070165822	FALSE	0.472790595	0.084986596	1.070649567	
LRBA	-1.00048244	FALSE	0.472872702	0.084986596	1.070649567	
LRCH1	-0.734269102	FALSE	0.501490521	0.084986596	1.070649567	
LRCH3	-0.509548189	FALSE	0.489515804	0.084986596	1.070649567	
LRCH4	0.89882667	FALSE	0.517517756	0.084986596	1.070649567	
LRFN1	0.856211944	FALSE	0.46930249	0.084986596	1.070649567	
LRFN2	-0.092706931	FALSE	0.470282076	0.084986596	1.070649567	
LRFN3	1.310857839	FALSE	0.761517032	0.000415139	3.381806485	
LRFN4	1.542244467	FALSE	0.493613013	0.084986596	1.070649567	
LRG1	-0.848966223	FALSE	0.486013812	0.084986596	1.070649567	
LRGUK	-0.709426579	FALSE	0.468054959	0.084986596	1.070649567	
LRIF1	-0.175936642	FALSE	0.501729982	0.084986596	1.070649567	
LRIG1	-0.767835347	FALSE	0.485706314	0.084986596	1.070649567	
LRIG2	-1.198555644	FALSE	0.506260911	0.084986596	1.070649567	
LRIT3	-1.233954507	FALSE	0.472583349	0.084986596	1.070649567	
LRMDA	-1.06897871	FALSE	0.480806836	0.084986596	1.070649567	
LRP1	0.778220965	FALSE	0.541556143	0.06822958	1.166027302	
LRP10	-1.281233877	FALSE	0.469360348	0.084986596	1.070649567	
LRP11	0.662105274	FALSE	0.476103933	0.084986596	1.070649567	
LRP12	-1.100497124	FALSE	0.501983784	0.084986596	1.070649567	
LRP2BP	-0.478882048	FALSE	0.50729118	0.084986596	1.070649567	
LRP3	0.464314112	FALSE	0.467518246	0.084986596	1.070649567	
LRP5	-0.217956209	FALSE	0.532274009	0.074209445	1.129540814	
LRP6	-0.153657442	FALSE	0.473243922	0.084986596	1.070649567	
LRP8	-0.279283549	FALSE	0.497141205	0.084986596	1.070649567	
LRPAP1	-0.692689664	FALSE	0.487625493	0.084986596	1.070649567	
LRPPRC	1.026178965	FALSE	0.483386616	0.084986596	1.070649567	
LRR1	-0.064600674	FALSE	0.521884377	0.082586286	1.083092066	
LRRC1	0.153187751	FALSE	0.473017614	0.084986596	1.070649567	
LRRC14	2.836217426	FALSE	0.480108037	0.084986596	1.070649567	
LRRC17	-0.93877324	FALSE	0.521576904	0.082802493	1.081956589	
LRRC20	-0.6522349	FALSE	0.473422744	0.084986596	1.070649567	
LRRC23	0.051055761	FALSE	0.472474586	0.084986596	1.070649567	
LRRC24	3.446452367	FALSE	0.468316908	0.084986596	1.070649567	
LRRC25	0.151423074	FALSE	0.466670082	0.084986596	1.070649567	
LRRC26	1.416032238	FALSE	0.641008134	0.014286536	1.84507305	
LRRC27	0.227465238	FALSE	0.477369543	0.084986596	1.070649567	
LRRC28	0.225303852	FALSE	0.499707558	0.084986596	1.070649567	
LRRC3	-0.652694895	FALSE	0.467332835	0.084986596	1.070649567	
LRRC32	0.065913938	FALSE	0.505442626	0.084986596	1.070649567	
LRRC34	0.722262763	FALSE	0.592606205	0.033838433	1.47058976	
LRRC36	-0.797504054	FALSE	0.518932965	0.084986596	1.070649567	
LRRC37A	8.143990278	FALSE	0.467120569	0.084986596	1.070649567	
LRRC37A2	5.080984973	FALSE	0.471997787	0.084986596	1.070649567	
LRRC37A3	0.202941887	FALSE	0.53058949	0.075647027	1.121208137	
LRRC37B	-1.526933654	FALSE	0.51211743	0.084986596	1.070649567	
LRRC39	0.425250675	FALSE	0.661005592	0.009210559	2.035713994	
LRRC4	0.102406174	FALSE	0.466568581	0.084986596	1.070649567	
LRRC40	0.481729881	FALSE	0.565159974	0.050394033	1.297620881	
LRRC41	-0.315662353	FALSE	0.477932555	0.084986596	1.070649567	
LRRC42	-0.197230745	FALSE	0.469576986	0.084986596	1.070649567	
LRRC43	-0.435121922	FALSE	0.504122708	0.084986596	1.070649567	
LRRC45	2.639963457	FALSE	0.47700988	0.084986596	1.070649567	
LRRC46	-0.043117276	FALSE	0.529617781	0.07622758	1.117887868	
LRRC47	0.320132871	FALSE	0.513562165	0.084986596	1.070649567	
LRRC49	4.429036443	FALSE	0.521241702	0.083111697	1.080337848	
LRRC56	0.256340637	FALSE	0.470098793	0.084986596	1.070649567	
LRRC57	-0.125162054	FALSE	0.495107034	0.084986596	1.070649567	
LRRC58	-1.325300264	FALSE	0.466367979	0.084986596	1.070649567	
LRRC59	1.17048154	FALSE	0.535074208	0.07199351	1.142706653	
LRRC61	-0.71081183	FALSE	0.466348274	0.084986596	1.070649567	
LRRC63	-0.451943558	FALSE	0.493561776	0.084986596	1.070649567	
LRRC66	0.079797294	FALSE	0.527237245	0.078447464	1.10542109	
LRRC69	-1.130199408	FALSE	0.62672569	0.018364898	1.736011475	
LRRC7	-0.370758178	FALSE	0.466469264	0.084986596	1.070649567	
LRRC70	1.570483836	FALSE	0.611781551	0.024168603	1.61674846	
LRRC75A	0.584363048	FALSE	0.527218777	0.078447464	1.10542109	
LRRC75B	0.504406302	FALSE	0.467958915	0.084986596	1.070649567	
LRRC8A	-0.171240605	FALSE	0.483341	0.084986596	1.070649567	
LRRC8B	-0.318525594	FALSE	0.491331028	0.084986596	1.070649567	
LRRC8C	0.168839553	FALSE	0.531016781	0.075243643	1.123530188	
LRRC8D	-0.477497418	FALSE	0.477792432	0.084986596	1.070649567	
LRRCC1	0.15896664	FALSE	0.508987909	0.084986596	1.070649567	
LRRFIP1	-0.143161145	FALSE	0.468182385	0.084986596	1.070649567	
LRRFIP2	0.355726559	FALSE	0.546689236	0.064401632	1.191103127	
LRRIQ3	-0.989841948	FALSE	0.484491692	0.084986596	1.070649567	
LRRK1	0.102475403	FALSE	0.471876995	0.084986596	1.070649567	
LRRK2	-0.995969085	FALSE	0.469289998	0.084986596	1.070649567	
LRRN1	2.127716053	FALSE	0.474121275	0.084986596	1.070649567	
LRRN2	0.195744275	FALSE	0.478549878	0.084986596	1.070649567	
LRRN3	-0.418136631	FALSE	0.472601447	0.084986596	1.070649567	
LRSAM1	0.435932427	FALSE	0.521679262	0.082665623	1.082675058	
LRWD1	-1.261584902	FALSE	0.48586318	0.084986596	1.070649567	
LSG1	-0.325525861	FALSE	0.536631811	0.070885341	1.149443565	
LSM1	-1.620285634	FALSE	0.628741387	0.0176497	1.753262674	
LSM10	-0.427540979	FALSE	0.49283292	0.084986596	1.070649567	
LSM11	1.051805564	FALSE	0.466827377	0.084986596	1.070649567	
LSM12	-0.68138931	FALSE	0.468993161	0.084986596	1.070649567	
LSM14A	-1.050280469	FALSE	0.553420994	0.059203909	1.227649614	
LSM14B	1.117587966	FALSE	0.466278501	0.084986596	1.070649567	
LSM2	0.611723793	FALSE	0.587914948	0.036421177	1.438646027	
LSM3	-0.69198562	FALSE	0.558723453	0.054868478	1.260677085	
LSM4	0.635862324	FALSE	0.54279389	0.067513276	1.170610816	
LSM5	0.290580043	FALSE	0.704214299	0.002860417	2.543570711	
LSM6	0.599232876	FALSE	0.471681171	0.084986596	1.070649567	
LSM7	0.059443138	FALSE	0.515563355	0.084986596	1.070649567	
LSM8	-0.49447254	FALSE	0.566184555	0.049821168	1.302586099	
LSMEM1	-0.485887668	FALSE	0.468888094	0.084986596	1.070649567	
LSMEM2	-0.685296617	FALSE	0.47944688	0.084986596	1.070649567	
LSP1	-0.036643553	FALSE	0.487065461	0.084986596	1.070649567	
LSR	1.125523676	FALSE	0.56841498	0.048113451	1.317733491	
LSS	-1.125411079	FALSE	0.557926547	0.055260781	1.25758298	
LST1	-0.450115985	FALSE	0.555249027	0.057518218	1.240194581	
LTA	-0.376135478	FALSE	0.47030721	0.084986596	1.070649567	
LTA4H	0.450318679	FALSE	0.495131993	0.084986596	1.070649567	
LTB	-0.573632032	FALSE	0.533569831	0.073218433	1.135379571	
LTB4R	-0.10660844	FALSE	0.487084755	0.084986596	1.070649567	
LTB4R2	0.271501312	FALSE	0.497558093	0.084986596	1.070649567	
LTBP1	0.010034406	FALSE	0.466870019	0.084986596	1.070649567	
LTBP2	0.485049444	FALSE	0.505784641	0.084986596	1.070649567	
LTBP3	1.933660245	FALSE	0.521502163	0.082870722	1.081598875	
LTBP4	2.517474106	FALSE	0.487344287	0.084986596	1.070649567	
LTBR	0.932823788	FALSE	0.483403755	0.084986596	1.070649567	
LTC4S	0.767812515	FALSE	0.474262491	0.084986596	1.070649567	
LTF	-1.261712142	FALSE	0.50704914	0.084986596	1.070649567	
LTK	1.331250147	FALSE	0.498661468	0.084986596	1.070649567	
LTN1	-0.495233565	FALSE	0.486290496	0.084986596	1.070649567	
LTO1	-0.298642832	FALSE	0.587449474	0.036458887	1.438196598	
LTV1	-1.317544423	FALSE	0.478731977	0.084986596	1.070649567	
LUC7L	0.823594895	FALSE	0.467215836	0.084986596	1.070649567	
LUC7L2	0.718335395	FALSE	0.472375449	0.084986596	1.070649567	
LUC7L3	-0.716806416	FALSE	0.471000451	0.084986596	1.070649567	
LUM	-0.68910228	FALSE	0.485989479	0.084986596	1.070649567	
LURAP1L	-0.740970597	FALSE	0.491591593	0.084986596	1.070649567	
LUZP1	-0.302441733	FALSE	0.473869328	0.084986596	1.070649567	
LXN	1.449794544	FALSE	0.500157708	0.084986596	1.070649567	
LY6E	0.440012826	FALSE	0.474236175	0.084986596	1.070649567	
LY6G5B	0.03656707	FALSE	0.478845955	0.084986596	1.070649567	
LY6G5C	0.68888526	FALSE	0.467636311	0.084986596	1.070649567	
LY6G6C	-0.109986874	FALSE	0.479547302	0.084986596	1.070649567	
LY6G6F	1.261359991	FALSE	0.476691148	0.084986596	1.070649567	
LY75	-1.073242412	FALSE	0.466641352	0.084986596	1.070649567	
LY86	-1.049942793	FALSE	0.535210879	0.071884642	1.143363884	
LY9	-1.230213409	FALSE	0.53597047	0.071445034	1.146027951	
LY96	-1.05459009	FALSE	0.506536161	0.084986596	1.070649567	
LYAR	0.248046681	FALSE	0.560417848	0.054030416	1.267361688	
LYG1	-0.355874761	FALSE	0.47465893	0.084986596	1.070649567	
LYL1	1.517312257	FALSE	0.473160103	0.084986596	1.070649567	
LYN	-0.946693048	FALSE	0.470734467	0.084986596	1.070649567	
LYNX1	1.007931612	FALSE	0.516628055	0.084986596	1.070649567	
LYPD2	1.220012762	FALSE	0.501842261	0.084986596	1.070649567	
LYPD3	0.279392538	FALSE	0.533174823	0.073503995	1.133689056	
LYPD5	-0.174716559	FALSE	0.489738833	0.084986596	1.070649567	
LYPD6B	-0.934130912	FALSE	0.584371116	0.038076506	1.419342913	
LYPLA1	-1.452436218	FALSE	0.469312149	0.084986596	1.070649567	
LYPLA2	-0.981162571	FALSE	0.49247822	0.084986596	1.070649567	
LYPLAL1	-1.049936114	FALSE	0.475658955	0.084986596	1.070649567	
LYRM1	-1.034510984	FALSE	0.539650712	0.069025311	1.160991626	
LYRM2	0.415751452	FALSE	0.503060111	0.084986596	1.070649567	
LYRM4	0.260166209	FALSE	0.488711615	0.084986596	1.070649567	
LYRM7	-0.243219006	FALSE	0.468249127	0.084986596	1.070649567	
LYRM9	0.593688385	FALSE	0.485950128	0.084986596	1.070649567	
LYSMD1	-0.718109273	FALSE	0.47209638	0.084986596	1.070649567	
LYSMD2	1.001900533	FALSE	0.479076163	0.084986596	1.070649567	
LYSMD3	0.262195761	FALSE	0.482718561	0.084986596	1.070649567	
LYSMD4	-0.996618959	FALSE	0.466750902	0.084986596	1.070649567	
LYST	-1.162974175	FALSE	0.466276343	0.084986596	1.070649567	
LYVE1	-0.177587746	FALSE	0.466867038	0.084986596	1.070649567	
LYZ	0.133476384	FALSE	0.602699396	0.028358175	1.547321717	
LZIC	-0.096961511	FALSE	0.543156732	0.067283958	1.172088471	
LZTFL1	1.081519128	FALSE	0.487879007	0.084986596	1.070649567	
LZTR1	-0.514920715	FALSE	0.490967479	0.084986596	1.070649567	
LZTS1	0.949768965	FALSE	0.690631482	0.004141619	2.382829904	
LZTS2	0.663893189	FALSE	0.466319255	0.084986596	1.070649567	
LZTS3	-1.210414461	FALSE	0.622266675	0.020143902	1.695856398	
M1AP	0.337048865	FALSE	0.489194012	0.084986596	1.070649567	
M6PR	-0.44167327	FALSE	0.518725863	0.084986596	1.070649567	
MAB21L3	-0.92206878	FALSE	0.474882699	0.084986596	1.070649567	
MACC1	-0.192814084	FALSE	0.48838164	0.084986596	1.070649567	
MACF1	-0.541531362	FALSE	0.466479549	0.084986596	1.070649567	
MACIR	0.946890537	FALSE	0.531355717	0.075130904	1.124181383	
MACO1	-0.679578666	FALSE	0.466295859	0.084986596	1.070649567	
MACROD1	2.388571604	FALSE	0.483315062	0.084986596	1.070649567	
MACROD2	-0.57100399	FALSE	0.470374695	0.084986596	1.070649567	
MACROH2A1	-0.316962498	FALSE	0.471603047	0.084986596	1.070649567	
MACROH2A2	-0.892906324	FALSE	0.503108012	0.084986596	1.070649567	
MAD1L1	0.260696749	FALSE	0.640694475	0.014286536	1.84507305	
MAD2L1	1.335876262	FALSE	0.467265963	0.084986596	1.070649567	
MAD2L1BP	0.127207739	FALSE	0.466754538	0.084986596	1.070649567	
