gene,Pearson_rho_Gene
NSMCE4A,0.095811695
NSMF,0.108073276
NSRP1,0.021499138
NSUN2,-0.172129338
NSUN3,-0.326493086
NSUN4,-0.662026851
NSUN5,0.200624519
NSUN6,-0.093038142
NSUN7,0.165416777
NT5C,0.310555502
NT5C2,0.022839853
NT5C3A,0.129001855
NT5C3B,0.275739155
NT5DC1,-0.088451452
NT5DC2,-0.273782553
NT5DC3,-0.253920885
NT5DC4,-0.141036745
NT5E,0.157367648
NT5M,0.583155629
NTAN1,0.614388666
NTHL1,0.436682428
NTMT1,0.422015776
NTN4,-0.000474132
NTN5,0.193443726
NTNG1,-0.212190964
NTNG2,0.027774198
NTPCR,0.479770278
NTRK1,-0.183670709
NTSR1,0.041243597
NUAK1,-0.110006234
NUAK2,-0.229423915
NUB1,0.089971113
NUBP1,0.220625871
NUBP2,0.310154486
NUBPL,-0.259245739
NUCB1,0.217335502
NUCB2,0.509365891
NUCKS1,0.076550031
NUDC,0.482172996
NUDCD1,-0.029385111
NUDCD2,0.021663081
NUDCD3,-0.026755806
NUDT1,0.46879918
NUDT10,0.04521843
NUDT11,0.125704938
NUDT12,-0.326431776
NUDT13,-0.388241659
NUDT14,0.142214539
NUDT15,0.352103566
NUDT16,0.120006393
NUDT16L1,0.240854119
NUDT17,-0.393017992
NUDT18,0.015951393
NUDT19,-0.567232812
NUDT2,0.216279997
NUDT21,0.104941033
NUDT22,0.167002524
NUDT3,0.084659754
NUDT4,-0.172129098
NUDT4B,-0.459380401
NUDT5,0.459580258
NUDT6,0.48596917
NUDT7,-0.145101096
NUDT8,0.339378347
NUDT9,-0.094113795
NUF2,-0.413732519
NUFIP1,-0.114547029
NUFIP2,-0.237762159
NUGGC,-0.321144647
NUMA1,-0.048516612
NUMB,0.096169139
NUMBL,-0.349285628
NUP107,-0.313569181
NUP133,0.125335064
NUP153,-0.228700233
NUP155,-0.132292578
NUP160,-0.332112586
NUP188,-0.386924421
NUP205,0.087478126
NUP210,-0.414392786
NUP210L,-0.108170343
NUP214,0.298565297
NUP35,-0.427552281
NUP37,-0.130274596
NUP42,0.067886373
NUP43,0.055592175
NUP50,0.105870851
NUP54,-0.35480529
NUP58,-0.328458209
NUP62,-0.635840554
NUP62CL,-0.308517167
NUP85,-0.285617531
NUP88,0.379186643
NUP93,0.159718751
NUP98,-0.022153227
NUPR2,0.68266949
NUS1,-0.315483059
NUSAP1,-0.296254126
NUTF2,0.486893727
NUTM2A,0.51434801
NUTM2B,0.318293677
NUTM2D,0.08526336
NUTM2E,0.160485176
NVL,0.104014969
NWD1,-0.229610561
NXF1,0.200761469
NXF3,0.070601312
NXN,-0.326068821
NXNL2,-0.25801829
NXPE3,-0.013963213
NXPH4,0.348296054
NXT1,0.577300577
NXT2,-0.167918402
NYAP1,-0.132361261
NYNRIN,-0.139708928
OAF,-0.178766425
OARD1,0.024398578
OAS1,-0.120720278
OAS2,-0.095626047
OAS3,-0.105196494
OASL,-0.079366542
OAT,-0.036643901
OAZ1,0.356597187
OAZ2,0.350854002
OAZ3,-0.131980998
OBI1,-0.231793454
OBSCN,0.308181217
OBSL1,0.364332727
OCEL1,0.369255983
OCIAD1,0.221789306
OCIAD2,0.566744033
OCLN,-0.222513113
OCM,-0.026324573
OCRL,-0.390827147
ODAPH,-0.267981915
ODC1,0.119608893
ODF2,-0.328792069
ODF2L,-0.117751135
ODR4,-0.388989452
OFD1,0.068901355
OGA,-0.104289321
OGDH,-0.335668763
OGFOD1,-0.260166092
OGFOD2,0.122142629
OGFOD3,0.214738986
OGFR,0.150373916
OGFRL1,0.038684553
OGG1,0.202524597
OGN,-0.353295032
OGT,-0.354852811
OIP5,-0.402540788
OIT3,-0.364783109
OLA1,0.122776691
OLAH,0.31593868
OLFM1,0.289033855
OLFM2,-0.140372653
OLFM4,-0.09557472
OLFML2A,-0.461281385
OLFML2B,-0.236833477
OLFML3,-0.091283972
OLIG1,0.186723235
OLIG2,0.037478998
OLR1,-0.191007572
OMA1,-0.076696192
OMG,0.454861322
OOEP,0.278454153
OOSP1,0.056257196
OOSP3,0.213847291
OPA1,0.023915009
OPA3,0.064112776
OPHN1,-0.404598256
OPLAH,-0.120753695
OPN3,-0.108277312
OPRL1,0.050652928
OPTN,0.203461526
OR13A1,0.001541083
OR1L8,0.156453288
OR2A7,-0.287984509
OR2B6,0.253048494
OR2C1,0.415999586
OR2C3,-0.12285381
OR2L13,-0.318228931
OR2L2,-0.20257859
OR2W3,-0.014199438
OR3A2,0.238871059
OR4D1,0.133669359
OR52K1,-0.313579242
OR52K2,0.413616455
OR52N4,0.200559703
OR56B1,0.033385042
OR6K3,0.091114617
OR6N1,0.507514045
OR7D2,0.349462633
ORAI1,0.365130566
ORAI2,0.096547838
ORAI3,0.093413759
ORC1,-0.393169132
ORC2,-0.638816059
ORC3,0.110271558
ORC4,-0.059305721
ORC5,0.147817177
ORC6,-0.154501349
ORM1,0.095353569
ORM2,-0.016707088
ORMDL1,-0.060806793
ORMDL2,0.31620431
ORMDL3,0.016049534
OS9,0.549804171
OSBP,-0.298395767
OSBP2,-0.040142034
OSBPL10,-0.446089646
OSBPL11,-0.10895933
OSBPL1A,-0.091089101
OSBPL2,0.114655013
OSBPL3,-0.378441023
OSBPL5,-0.216892771
OSBPL6,0.291620755
OSBPL7,0.043903602
OSBPL8,-0.050906093
OSBPL9,-0.022528846
OSCAR,0.030201435
OSCP1,0.208263588
OSER1,0.542473813
OSGEP,0.365346363
OSGEPL1,-0.19843399
OSGIN1,0.379958489
OSGIN2,0.177653791
OSM,-0.080857391
OST4,0.467593986
OSTC,-0.294989861
OSTF1,0.308995597
OSTM1,0.083559602
OTOA,-0.024635855
OTOF,-0.080936382
OTUB1,0.207134135
OTUB2,-0.450158101
OTUD1,-0.06483889
OTUD3,-0.358305601
OTUD4,-0.37983877
OTUD5,0.407191739
OTUD6B,-0.32031898
OTUD7A,-0.027216215
OTUD7B,-0.449242173
OTULIN,-0.155564535
OTULINL,0.125490379
OTX1,-0.048294483
OVCA2,0.412690443
OVGP1,0.259135814
OXA1L,0.045410283
OXCT1,-0.113829097
OXCT2,-0.385209734
OXER1,0.240483737
OXGR1,0.389723678
OXLD1,0.254128406
OXNAD1,0.298397829
OXR1,-0.162782095
OXSM,0.069157144
OXSR1,-0.131638922
OXT,0.242447777
OXTR,-0.107068497
P2RX1,0.288293072
P2RX4,-0.053566015
P2RX5,0.138130732
P2RX6,0.483557999
P2RX7,-0.401838917
P2RY1,-0.190328274
P2RY10,-0.109989585
P2RY11,0.113137778
P2RY12,0.077626713
P2RY13,0.0545348
P2RY14,0.080622532
P2RY2,0.085606097
P2RY4,-0.182478568
P2RY6,0.099562774
P2RY8,0.306529419
P3H1,-0.02250144
P3H2,0.348560764
P3H3,0.111790849
P3H4,0.397352589
P4HA1,-0.185251925
P4HA2,-0.166098185
P4HB,0.031599163
P4HTM,0.027389513
PA2G4,0.434385342
PAAF1,0.055046581
PABPC1,0.118704498
PABPC1L,0.219529839
PABPC4,0.058436304
PABPN1,0.369210003
PABPN1L,0.101899071
PACC1,-0.344127194
PACRG,0.329827953
PACRGL,-0.174609702
PACS1,0.434553855
PACS2,0.092391991
PACSIN1,0.230675536
PACSIN2,0.036161527
PACSIN3,0.657887666
PADI2,0.228633241
PADI4,0.302180348
PADI6,-0.354004488
PAF1,0.5717552
PAFAH1B1,0.174254502
PAFAH1B2,0.009115914
PAFAH1B3,0.549080867
PAFAH2,-0.440130186
PAG1,-0.396801561
PAGE2,-0.028749352
PAGE2B,0.046125718
PAGE5,0.707563354
PAGR1,0.14854964
PAICS,-0.107837924
PAIP1,-0.125143239
PAIP2,0.299133563
PAIP2B,0.083851831
PAK1,0.239429573
PAK1IP1,0.119902021
PAK2,0.028749842
PAK4,0.201505388
PAK6,0.347329352
PALB2,0.239273178
PALD1,0.461993856
PALLD,-0.4301824
PALM,-0.029764057
PALM2AKAP2,-0.367265202
PAM,0.025680191
PAM16,0.177531328
PAN2,-0.311742171
PAN3,-0.498568746
PANK1,-0.28729943
PANK2,0.239315176
PANK3,-0.387412157
PANK4,-0.237051314
PANO1,0.38966742
PANX1,-0.259184348
PANX2,0.219583774
PAOX,0.175996006
PAPLN,0.279019126
PAPOLA,0.060750677
PAPOLG,-0.032251381
PAPSS1,0.070619767
PAPSS2,-0.14336866
PAQR3,-0.422493721
PAQR4,0.030288618
PAQR5,0.197046296
PAQR6,0.287126454
PAQR7,-0.037897688
PAQR8,-0.5867283
PARD3,-0.005387539
PARD3B,-0.09283168
PARD6A,0.328716115
PARD6B,-0.000465733
PARD6G,-0.249744314
PARG,-0.454400533
PARK7,0.752401437
PARL,0.306197736
PARM1,-0.203607475
PARN,0.08696843
PARP1,-0.188324141
PARP10,-0.027228331
PARP11,-0.463099999
PARP12,-0.29702971
PARP14,-0.264227178
PARP15,-0.284137859
PARP16,0.185193157
PARP2,0.254758233
PARP3,-0.05067752
PARP4,-0.271538229
PARP6,0.278175119
PARP8,-0.106103684
PARP9,-0.047698836
PARPBP,-0.369476736
PARS2,-0.293705003
PARVA,-0.402376326
PARVB,0.428725503
PARVG,-0.233061904
PASK,0.02779918
PATJ,0.614687296
PATL1,-0.151913264
PATL2,0.13907047
PATZ1,0.013376593
PAWR,-0.293127027
PAX5,-0.373132438
PAX8,0.197070451
PAXBP1,-0.324109062
PAXIP1,-0.109313886
PAXX,0.185960638
PBDC1,0.349283926
PBK,-0.244775186
PBLD,0.066839142
PBRM1,-0.294246609
PBX1,0.429071842
PBX2,0.347033945
PBX3,-0.172096223
PBX4,0.207059194
PBXIP1,0.246261713
PC,-0.03453263
PCBD1,0.22014572
PCBD2,-0.283940927
PCBP1,0.233084497
PCBP2,0.375470424
PCBP3,0.111125367
PCBP4,0.263005137
PCCA,0.188538795
PCCB,0.036944328
PCDH1,-0.405494462
PCDH12,-0.413071013
PCDH9,-0.225141371
PCED1A,0.060857394
PCED1B,0.244100542
PCF11,0.090986051
PCGF1,-0.038055247
PCGF2,-0.229420526
PCGF3,-0.524169865
PCGF5,0.152633599
PCGF6,-0.008773572
PCID2,-0.579171349
PCIF1,0.470076212
PCK2,-0.281821962
PCLAF,-0.121052735
PCM1,0.036618832
PCMT1,0.330564559
PCMTD1,-0.121286289
PCMTD2,-0.197271955
PCNA,0.215104394
PCNP,-0.051445843
PCNT,-0.458349935
PCNX1,0.014874708
PCNX2,0.012374477
PCNX3,0.10887459
PCNX4,-0.246894183
PCOLCE,-0.208819689
PCOLCE2,0.394047959
PCP2,0.297286471
PCSK1N,0.32174565
PCSK4,0.112432322
PCSK5,-0.239754201
PCSK6,0.067190618
PCSK7,-0.267573667
PCTP,0.286843613
PCYOX1,-0.118088091
PCYOX1L,-0.215477344
PCYT1A,-0.041119058
PCYT1B,0.179142763
PCYT2,0.211604075
PDAP1,0.579325018
PDCD1,-0.071598946
PDCD10,0.132655555
PDCD11,-0.420158002
PDCD1LG2,-0.041743668
PDCD2,0.385901545
PDCD2L,0.199250701
PDCD4,0.080040617
PDCD5,0.238618093
PDCD6,0.537024716
PDCD6IP,-0.224975177
PDCD7,0.125713712
PDCL,-0.032256333
PDCL3,0.504897453
PDE12,-0.548066509
PDE1B,-0.153567548
PDE2A,-0.347802278
PDE3A,0.379769548
PDE3B,-0.172441655
PDE4A,-0.416806824
PDE4B,0.095927998
PDE4D,-0.123331861
PDE4DIP,0.025575965
PDE5A,0.072417227
PDE6B,0.51012363
PDE6D,0.222107089
PDE6G,0.072672864
PDE6H,-0.004848266
PDE7A,-0.225753755
PDE7B,-0.187929048
PDE8A,-0.408093737
PDE8B,-0.27699994
PDE9A,0.534145646
PDF,0.268810631
PDGFA,0.134840518
PDGFB,-0.06852736
PDGFC,0.119507954
PDGFD,-0.31747566
PDGFRA,-0.240625186
PDGFRB,-0.10051404
PDHA1,0.372692707
PDHB,-0.078299025
PDHX,0.13988458
PDIA3,0.455931893
PDIA4,-0.222541145
PDIA5,0.137856259
PDIA6,0.038514179
PDIK1L,-0.307566345
PDK1,0.226165539
PDK2,0.111448935
PDK3,0.06977225
PDK4,-0.337356029
PDLIM1,0.305659683
PDLIM2,0.249134038
PDLIM5,0.555034194
PDLIM7,0.379591584
PDP1,-0.4593377
PDP2,-0.34116248
PDPK1,-0.109707255
PDPR,-0.384676278
PDRG1,0.293639069
PDS5A,-0.182377242
PDS5B,-0.047355398
PDSS1,0.255041433
PDSS2,-0.307795568
PDXDC1,-0.415547962
PDXK,0.038354299
PDXP,-0.115670419
PDZD11,-0.011876115
PDZD2,-0.185786389
PDZD4,0.009506767
PDZD7,-0.284174361
PDZD8,-0.078653618
PDZK1,0.436082022
PDZK1IP1,-0.070358698
PEA15,-0.120252122
PEAK1,-0.00687563
PEAK3,0.109994594
PEAR1,0.064475217
PEBP1,0.532186089
PEBP4,-0.056682433
PECAM1,0.166828949
PECR,-0.167964267
PEF1,0.227683093
PEG10,-0.30762152
PEG3,-0.090427481
PELI1,0.263536799
PELI2,-0.192958377
PELI3,-0.330907216
PELO,-0.117960008
PELP1,0.142094157
PEMT,0.355411047
PENK,0.345192061
PEPD,0.143257783
PER1,0.1274403
PER2,-0.460301257
PER3,-0.392529599
PERCC1,-0.23949083
PERP,-0.334629238
PES1,0.205428478
PET100,0.16630795
PET117,0.424671354
PEX1,-0.124827019
PEX10,0.293049508
PEX11A,-0.395217502
PEX11B,0.000692131
PEX11G,0.296770213
PEX12,-0.15620794
PEX13,-0.271921694
PEX14,0.230718918
PEX16,0.272628462
PEX19,-0.039125355
PEX2,-0.307592739
PEX26,-0.221493452
PEX3,0.038766407
PEX5,0.19988179
PEX6,0.381595764
PEX7,-0.178068822
PF4,0.451721506
PF4V1,0.223131829
PFAS,-0.064501149
PFDN1,0.335635512
PFDN2,0.335811021
PFDN4,0.279113193
PFDN5,0.579211471
PFDN6,0.291780648
PFKFB1,0.375030608
PFKFB2,-0.239667015
PFKFB3,-0.207826691
PFKFB4,0.091933825
PFKL,0.134616677
PFKM,-0.294869232
PFKP,0.054805576
PFN1,0.405129866
PFN2,0.428440934
PFN4,-0.229899355
PGA3,-0.103603365
PGA4,-0.337313853
PGA5,-0.263469923
PGAM1,0.000217505
PGAM2,0.343094752
PGAM5,0.012230089
PGAP1,-0.223916703
PGAP2,0.160610965
PGAP3,-0.048538469
PGAP6,0.256286415
PGBD1,-0.172256196
PGBD2,-0.670057675
PGBD4,-0.288213273
PGD,0.236367601
PGGHG,0.357805248
PGGT1B,-0.156690108
PGK1,0.132027992
PGLS,0.345746443
PGLYRP1,0.118162209
PGLYRP2,0.188234751
PGM1,0.116441751
PGM2,0.068203991
PGM2L1,-0.244103173
PGM3,-0.194429742
PGM5,-0.3428821
PGP,0.088525766
PGPEP1,0.104537833
PGPEP1L,0.605009423
PGRMC1,0.288613437
PGRMC2,-0.089476072
PGS1,-0.169147991
PHACTR1,0.573126252
PHACTR2,-0.42120187
PHACTR3,0.214100996
PHACTR4,-0.277388389
PHAX,-0.218646685
PHB2,0.509288834
PHC1,-0.127685691
PHC2,0.247362194
PHC3,-0.256703813
PHETA1,0.0198495
PHETA2,-0.240941035
PHEX,0.248505812
PHF1,0.229949028
PHF10,-0.029603806
PHF11,0.204552851
PHF12,0.12927384
PHF13,0.123230871
PHF14,0.379941227
PHF19,0.004387798
PHF2,-0.238166829
PHF20,0.518796623
PHF20L1,-0.290424414
PHF21A,0.04693457
PHF23,0.046660514
PHF24,0.228700114
PHF3,-0.05817485
PHF5A,0.078245626
PHF6,-0.401990761
PHF7,0.081826004
PHF8,-0.284278401
PHGDH,0.255253793
PHIP,-0.308675513
PHKA2,0.103923451
PHKB,-0.372800783
PHKG1,-0.121937189
PHKG2,0.290078364
PHLDA1,-0.202178128
PHLDA2,0.216693668
PHLDA3,-0.050100289
PHLDB1,-0.181413175
PHLDB2,-0.364430946
PHLDB3,0.307425927
PHLPP1,-0.196102157
PHLPP2,-0.180498435
PHOSPHO1,0.350342393
PHOSPHO2,0.214736692
PHPT1,0.072520085
PHRF1,-0.217489395
PHTF1,-0.078664191
PHTF2,-0.459783753
PHYH,-0.259993875
PHYHD1,0.178482442
PHYKPL,-0.146207312
PI16,0.230630046
PI3,0.399479909
PI4K2A,-0.536877446
PI4K2B,-0.355841978
PI4KA,0.123137792
PI4KB,0.331847724
PIANP,0.009232549
PIAS1,-0.136951136
PIAS2,-0.053360641
PIAS3,-0.569573495
PIAS4,-0.338383439
PIBF1,-0.00943083
PICALM,-0.102150617
PICK1,0.010849722
PID1,-0.282589088
PIDD1,0.050073867
PIEZO1,0.14857417
PIF1,-0.158590301
PIGA,-0.101112136
PIGB,0.258707116
PIGBOS1,0.640197223
PIGC,0.079419105
PIGF,-0.472526561
PIGG,-0.221181118
PIGH,0.117809999
PIGK,-0.240229412
PIGL,-0.054846754
PIGM,-0.318548198
PIGN,-0.192903475
PIGO,-0.099827465
PIGP,0.263353011
PIGQ,0.401121079
PIGS,-0.211166897
PIGT,0.263303836
PIGU,0.084678752
PIGV,0.148444925
PIGW,-0.148259705
PIGX,0.420287938
PIGZ,0.434902341
PIH1D1,0.100108753
PIH1D2,0.062084157
PIK3AP1,-0.198264782
PIK3C2A,-0.322909789
PIK3C2B,-0.481882987
PIK3C3,0.357620885
PIK3CA,-0.008241444
PIK3CB,-0.180854717
PIK3CD,0.031417459
PIK3CG,-0.035811875
PIK3IP1,0.493748029
PIK3R1,0.056457289
PIK3R2,-0.300968806
PIK3R3,-0.075749613
PIK3R4,0.029207627
PIK3R5,-0.062616601
PIK3R6,-0.068428663
PIKFYVE,-0.396520765
PILRA,0.283048908
PILRB,0.186798444
PIM1,-0.205568494
PIM2,-0.125642711
PIM3,0.226048532
PIMREG,0.145747621
PIN1,0.273530623
PIN4,0.085829887
PINK1,0.412720126
PINLYP,0.778324672
PINX1,0.281920809
PIP4K2A,0.013266649
PIP4K2B,-0.058232746
PIP4K2C,-0.38776982
PIP4P1,-0.261509528
PIP4P2,0.099491671
PIP5K1A,-0.49122018
PIP5K1B,-0.374061525
PIP5K1C,-0.124639465
PIP5KL1,0.276314204
PIPOX,-0.166315348
PIR,0.085948965
PISD,0.112205629
PITHD1,0.50578052
PITPNA,0.315839333
PITPNB,-0.09227007
PITPNC1,0.715975036
PITPNM1,0.061153515
PITPNM2,-0.079313372
PITPNM3,-0.363818656
PITRM1,-0.205962646
PIWIL2,-0.31799435
PIWIL4,-0.274404022
PJA1,0.08432909
PJA2,-0.012868182
PJVK,-0.190610759
PKD1,-0.306508006
PKD1L1,0.131475612
PKD2,-0.477261715
PKD2L1,-0.354671709
PKDCC,-0.014447911
PKHD1L1,0.007924534
PKIA,0.020569979
PKIB,-0.247320799
PKIG,0.159026639
PKM,0.322159376
PKMYT1,0.047052022
PKN1,0.199664357
PKN2,-0.222002118
PKN3,-0.071051934
PKNOX1,0.125796205
PKP2,-0.135137899
PKP3,0.166648537
PKP4,0.383789366
PLA2G12A,0.124324673
PLA2G15,-0.030823431
PLA2G2D,0.052531997
PLA2G4A,-0.715626816
PLA2G4B,0.268253067
PLA2G4C,-0.300607144
PLA2G6,-0.131792497
PLA2G7,-0.207552988
PLAA,0.003171691
PLAAT1,0.291708328
PLAAT2,-0.21901112
PLAAT3,-0.173830663
PLAAT4,0.248805317
PLAAT5,-0.143551718
PLAC8,0.245725699
PLAC8L1,0.655517294
PLAG1,0.069979172
PLAGL1,-0.208268873
PLAGL2,-0.423527546
PLAU,-0.02315796
PLAUR,0.378013981
PLB1,-0.474616582
PLBD1,0.127945161
PLBD2,-0.448529654
PLCB1,-0.299265236
PLCB2,-0.026552919
PLCB3,-0.324731194
PLCB4,0.182601002
PLCD1,0.121685241
PLCD3,-0.02948911
PLCD4,-0.276212818
PLCG1,0.17115398
PLCG2,-0.204159053
PLCH1,-0.022804587
PLCH2,-0.035078467
PLCL1,0.10772241
PLCL2,0.077909401
PLCXD1,-0.19506717
PLCXD2,-0.131022691
PLD1,-0.241897533
PLD2,-0.42821135
PLD3,0.003186657
PLD4,0.284175808
PLD6,0.298302756
PLEC,-0.245964087
PLEK,0.190438186
PLEK2,0.282955464
PLEKHA1,-0.167062885
PLEKHA2,-0.330359288
PLEKHA3,-0.239644152
PLEKHA4,-0.048816404
PLEKHA5,-0.047695434
PLEKHA6,-0.515808101
PLEKHA7,-0.105038315
PLEKHA8,-0.4243227
PLEKHB1,0.553970532
PLEKHB2,-0.183558245
PLEKHD1,0.201175214
PLEKHF1,-0.198446186
PLEKHF2,0.052126815
PLEKHG1,-0.163366924
PLEKHG2,-0.343249268
PLEKHG3,0.260980126
PLEKHG4,-0.116547006
PLEKHG5,0.167372015
PLEKHG7,-0.32832763
PLEKHH1,-0.11560953
PLEKHH2,-0.194665472
PLEKHH3,-0.264928565
PLEKHJ1,0.315124153
PLEKHM1,0.198215858
PLEKHM2,0.261414511
PLEKHM3,0.150675373
PLEKHN1,-0.019759864
PLEKHO1,0.39695867
PLEKHO2,0.084080903
PLGLB1,0.062742675
PLGLB2,-0.447228908
PLGRKT,0.50915407
PLIN1,0.340300955
PLIN2,-0.337552395
PLIN3,0.086645989
PLIN4,0.243064645
PLIN5,0.148863933
PLK1,-0.083526343
PLK2,-0.398119177
PLK3,0.647630818
PLK4,-0.290534701
PLLP,0.039623936
PLOD1,-0.108211609
PLOD2,-0.003043845
PLOD3,-0.201224361
PLP2,0.28290143
PLPBP,-0.200424483
PLPP1,0.172771121
PLPP2,0.115294169
PLPP3,-0.187826482
PLPP5,-0.193509035
PLPP6,0.18471357
PLPP7,-0.056342313
PLPPR2,0.264769372
PLPPR3,0.241175405
PLRG1,0.265804043
PLS1,-0.337295052
PLS3,0.303271397
PLSCR1,-0.204936013
PLSCR2,-0.320576708
PLSCR3,0.22305577
PLSCR4,-0.080633936
PLTP,-0.077567399
PLVAP,0.322858773
PLXDC1,-0.211469747
PLXDC2,0.054625047
PLXNA1,0.035452769
PLXNA2,0.142903074
PLXNA3,-0.326074136
PLXNA4,-0.142109337
PLXNB1,-0.410695303
PLXNB2,-0.368527818
PLXNB3,0.250496152
PLXNC1,0.040670712
PLXND1,-0.396452504
PM20D1,0.180515863
PM20D2,-0.168741833
PMAIP1,0.343672102
PMCH,-0.099390158
PMEL,0.175049414
PMEPA1,-0.167179328
PMF1,0.600247627
PMFBP1,0.181492891
PML,-0.020595089
PMM1,0.387824569
PMM2,-0.214872991
PMP22,0.205788259
PMPCA,0.29149317
PMPCB,0.133444098
PMS1,-0.29198029
PMS2,0.10360967
PMVK,0.232233691
PNISR,0.029228197
PNKD,0.199510668
PNKP,0.089118388
PNLDC1,-0.097195334
PNMA1,-0.142247584
PNMA3,0.14854305
PNMA5,0.444069994
PNMA6A,0.517466714
PNMA8A,-0.190435818
PNMA8B,-0.009048379
PNMT,-0.391199622
PNN,0.057522265
PNO1,-0.071488055
PNOC,0.147883
PNP,-0.501782787
PNPLA1,-0.01749987
PNPLA2,0.239145296
PNPLA4,0.131473774
PNPLA6,0.101203947
PNPLA7,-0.054111544
PNPLA8,-0.031882554
PNPO,-0.184143026
PNPT1,-0.147539661
PNRC1,0.303626065
PNRC2,-0.29401233
POC1A,-0.243050455
POC1B,-0.260020739
POC5,-0.097931817
PODN,-0.105389008
PODNL1,-0.474534627
PODXL,-0.178264153
PODXL2,0.180320429
POF1B,-0.041500577
POFUT1,-0.510841157
POFUT2,-0.214888497
POGK,-0.48418784
POGLUT1,-0.326230848
POGLUT2,-0.217367287
POGLUT3,-0.224577028
POGZ,-0.404259369
POLA1,-0.289626174
POLA2,0.594655948
POLB,0.172170478
POLD1,0.24932857
POLD2,0.354116941
POLD3,-0.074095106
POLD4,0.208533925
POLDIP2,0.091460496
POLDIP3,0.059400954
POLE,-0.009891684
POLE2,-0.305862635
POLE3,-0.314655743
POLE4,0.25795821
POLG,0.073331523
POLG2,-0.139840538
POLH,-0.126847338
POLI,-0.147882611
POLK,-0.318771254
POLL,0.274817051
POLM,-0.021019474
POLN,-0.141232367
POLQ,-0.138156722
POLR1A,-0.293288683
POLR1B,-0.342135429
POLR1C,0.097309479
POLR1D,0.356661261
POLR1E,0.570271859
POLR2A,-0.308935738
POLR2B,-0.108468818
POLR2C,0.347193663
POLR2D,0.075984325
POLR2E,0.336295555
POLR2F,0.384421208
POLR2G,0.360437243
POLR2H,0.257581512
POLR2I,0.265092723
POLR2J,0.33884553
POLR2J2,0.431471031
POLR2J3,-0.005965675
POLR2K,0.14936705
POLR2L,0.253909663
POLR2M,-0.169513716
POLR3A,-0.305507736
POLR3B,-0.041954242
POLR3C,-0.122015766
POLR3D,-0.189975009
POLR3E,-0.20756227
POLR3F,-0.157116094
POLR3G,-0.041724451
POLR3GL,0.648296903
POLR3H,0.26217583
POLR3K,0.206623992
POLRMT,0.239302972
POM121,-0.442886132
POM121C,0.073486381
POMC,0.280872259
POMGNT1,-0.097123841
POMGNT2,-0.025957911
POMK,-0.229810638
POMP,0.38940003
POMT1,-0.146807818
POMT2,-0.303493602
POMZP3,0.406612124
PON2,-0.376862883
POP1,-0.092938053
POP4,0.159287725
POP5,0.500814257
POP7,0.261713979
POPDC2,0.025254486
POR,-0.340322485
PORCN,0.104720311
POT1,-0.068977478
POU2AF1,-0.272864117
POU2F1,-0.191334239
POU2F2,-0.325693297
POU4F1,-0.485366419
POU4F3,-0.526487992
POU5F1,-0.162726929
POU5F1B,0.296513976
POU6F1,0.09696033
PPA1,0.019413244
PPA2,0.532821525
PPAN,0.031287403
PPARA,-0.168279942
PPARD,-0.004779926
PPARG,-0.211884283
PPARGC1A,-0.133553312
PPARGC1B,-0.374093422
PPAT,-0.125001761
PPBP,0.382415391
PPCDC,0.406756271
PPCS,0.246672242
PPDPF,0.35822787
PPEF1,0.125392336
PPEF2,0.030111721
PPFIA1,-0.138580399
PPFIA3,-0.066215402
PPFIA4,-0.373713447
PPFIBP1,-0.270346051
PPFIBP2,-0.42437979
PPHLN1,0.048435086
PPIA,0.442157348
PPIAL4C,0.496859666
PPIAL4H,-0.413248803
PPIB,0.394202168
PPID,0.169529945
PPIE,0.634767525
PPIF,0.453962946
PPIG,0.121506479
PPIH,0.563451514
PPIL1,0.091798163
PPIL2,-0.19975523
PPIL3,0.035050844
PPIL4,-0.149719114
PPIL6,-0.211625744
PPIP5K1,-0.343634049
PPIP5K2,-0.187215765
PPL,0.264055203
PPM1A,0.132430021
PPM1B,-0.041658184
PPM1D,-0.092892801
PPM1F,0.263979271
PPM1G,0.335204454
PPM1H,0.141269469
PPM1J,0.423465906
PPM1K,-0.379950145
PPM1L,-0.347651451
PPM1M,0.230671625
PPM1N,0.103496435
PPME1,-0.350510153
PPOX,-0.039580139
PPP1CA,0.380703833
PPP1CB,-0.055655665
PPP1CC,0.003852171
PPP1R10,-0.30131731
PPP1R11,0.233337817
PPP1R12A,-0.092450263
PPP1R12B,-0.107484946
PPP1R12C,0.239848295
PPP1R13B,0.149740606
PPP1R13L,-0.105056456
PPP1R14A,0.04867856
PPP1R14B,0.441550454
PPP1R14C,0.085129553
PPP1R15A,0.331198906
PPP1R15B,-0.101942747
PPP1R16A,0.23181181
PPP1R16B,-0.437871942
PPP1R17,-0.111850105
PPP1R18,0.234578269
PPP1R1B,0.184003682
PPP1R2,0.156003343
PPP1R21,0.183051385
PPP1R26,-0.455678061
PPP1R27,-0.116132938
PPP1R35,0.215187435
PPP1R36,-0.273516503
PPP1R37,-0.022234339
PPP1R3B,-0.014567115
PPP1R3D,-0.261566296
PPP1R3E,-0.05508933
PPP1R3F,-0.105996452
PPP1R3G,-0.352041185
PPP1R7,0.720031849
PPP1R8,-0.054848119
PPP1R9A,-0.163430792
PPP1R9B,0.210762476
PPP2CA,-0.160338999
PPP2CB,-0.468227292
PPP2R1A,0.30754589
