gene	cv_FXS_zscore
KLHL18	1.503315635
KLHL2	0.884044029
KLHL20	-0.277016491
KLHL21	1.370196992
KLHL22	-0.507253091
KLHL23	0.358765015
KLHL24	0.138558452
KLHL25	-0.340948993
KLHL26	-0.422570742
KLHL28	0.36082658
KLHL29	0.048327274
KLHL3	0.571985464
KLHL30	-0.127695351
KLHL31	-0.268448606
KLHL32	0.787001402
KLHL33	0.312106729
KLHL34	-0.476964145
KLHL35	0.442281647
KLHL36	-1.44071869
KLHL38	-0.427776155
KLHL4	-1.568144514
KLHL40	-0.034675183
KLHL41	0.853108338
KLHL42	0.192528865
KLHL5	0.882213819
KLHL6	-0.877166649
KLHL7	0.499141702
KLHL8	0.769785839
KLHL9	0.645761896
KLK1	-0.416278217
KLK10	0.647508075
KLK11	0.01795766
KLK12	-1.483374371
KLK13	0.38793847
KLK14	0.114046751
KLK15	-0.193300516
KLK2	-1.159320776
KLK3	-0.106017715
KLK4	-0.491004596
KLK5	-0.285830373
KLK6	-0.646040614
KLK7	-0.901787668
KLK8	-1.024184636
KLK9	-0.355258578
KLKB1	-1.290022657
KLLN	0.106483418
KLRB1	0.436853152
KLRC1	-1.298008145
KLRC2	0.221616915
KLRC3	0.96559566
KLRC4	-0.056204734
KLRD1	-0.05195322
KLRF1	-1.079107427
KLRF2	0.097099144
KLRG1	0.367670568
KLRG2	-1.588466588
KLRK1	0.192113943
KMO	0.424844837
KMT2A	-0.783688176
KMT2B	3.3144963
KMT2C	0.664344528
KMT2D	0.785473187
KMT2E	1.435190019
KMT5A	1.164737636
KMT5B	0.420473602
KMT5C	1.711827957
KNCN	0.634894083
KNDC1	-1.85509871
KNG1	0.21637226
KNL1	-1.114853866
KNOP1	-0.333682059
KNSTRN	0.99922877
KNTC1	-0.399508484
KPLCE	-0.065610411
KPNA1	0.866292373
KPNA2	1.043085489
KPNA3	0.501925373
KPNA4	0.495239594
KPNA5	-0.526345963
KPNA6	-1.011071978
KPNA7	-0.21720156
KPNB1	-0.151987039
KPRP	-0.236254689
KPTN	-1.345801214
KRAS	0.229186758
KRBA1	-0.126336181
KRBA2	1.913053577
KRBOX1	-0.110396627
KRBOX4	0.685141857
KRBOX5	-0.827432277
KRCC1	0.068757883
KREMEN1	0.979877697
KREMEN2	0.181474595
KRI1	-0.712037376
KRIT1	-1.286311792
KRR1	0.068493841
KRT1	-0.743690381
KRT10	-1.219449622
KRT12	-1.063453178
KRT13	-0.478096688
KRT14	-1.742431967
KRT15	-1.129888101
KRT16	-1.02017005
KRT17	0.1610079
KRT18	-0.790788072
KRT19	-1.068717584
KRT2	-0.338844144
KRT20	-1.597792503
KRT222	-0.329464028
KRT23	-0.818074386
KRT24	-0.059508369
KRT25	-0.920434701
KRT26	-1.385103815
KRT27	-1.681015497
KRT28	-0.688645587
KRT3	-0.295933031
KRT31	-0.41883478
KRT32	-1.165164861
KRT33A	-1.669591975
KRT33B	-1.221366375
KRT34	-1.666665934
KRT35	-0.715369034
KRT36	-1.116770836
KRT37	-0.951930734
KRT38	-0.932192456
KRT39	-1.637897146
KRT4	-0.1350565
KRT40	0.297842684
KRT5	-1.005813632
KRT6A	-1.786334762
KRT6B	-0.704022605
KRT6C	-1.894384523
KRT7	-0.686502282
KRT71	-0.613652962
KRT72	-0.505996993
KRT73	-0.016297714
KRT74	-0.171947126
KRT75	-0.72047633
KRT76	-1.245482861
KRT77	-0.139244725
KRT78	-1.017363279
KRT79	0.380904642
KRT8	-0.455982605
KRT80	0.396506411
KRT81	1.024239573
KRT82	-0.188323549
KRT83	-0.406443873
KRT84	-0.29552157
KRT85	0.164093598
KRT86	-0.723344687
KRT9	-0.889260591
KRTAP1-1	-1.665355844
KRTAP1-3	-1.777817721
KRTAP1-4	-0.728016168
KRTAP1-5	-0.842066486
KRTAP10-1	-1.569205222
KRTAP10-10	-1.949105653
KRTAP10-11	-1.926555037
KRTAP10-12	-1.255631527
KRTAP10-2	-1.230440571
KRTAP10-3	-1.321340161
KRTAP10-4	-1.511442154
KRTAP10-5	-1.419381556
KRTAP10-6	-1.44934981
KRTAP10-7	-1.097519844
KRTAP10-8	-1.64512423
KRTAP10-9	-1.520506883
KRTAP11-1	-1.166326669
KRTAP12-1	-1.969465421
KRTAP12-2	-1.047054785
KRTAP12-3	-1.584296144
KRTAP12-4	-2.042262202
KRTAP13-1	-0.340013586
KRTAP13-2	-1.339729844
KRTAP13-3	-1.429885665
KRTAP13-4	-1.125367896
KRTAP15-1	-0.11525681
KRTAP16-1	-1.229586054
KRTAP17-1	-1.808782976
KRTAP19-1	-1.896934749
KRTAP19-2	-1.894318715
KRTAP19-3	-1.205759558
KRTAP19-4	-1.40801694
KRTAP19-5	-1.248320273
KRTAP19-6	-1.589171077
KRTAP19-7	-0.33452485
KRTAP19-8	-1.200321427
KRTAP2-1	-1.208250397
KRTAP2-2	-1.673720856
KRTAP2-3	-1.585859795
KRTAP2-4	-1.889494622
KRTAP20-1	-1.020514544
KRTAP20-2	-1.732466615
KRTAP20-3	-1.045383322
KRTAP20-4	-1.003539906
KRTAP21-1	-1.175810606
KRTAP21-2	-2.287099785
KRTAP21-3	-1.266384552
KRTAP22-1	-1.537120872
KRTAP22-2	-0.449364447
KRTAP23-1	-0.739651067
KRTAP24-1	-0.910477546
KRTAP25-1	-0.905756768
KRTAP26-1	-1.231837259
KRTAP27-1	-0.641589751
KRTAP29-1	-1.421040985
KRTAP3-1	-0.96955736
KRTAP3-2	-0.780629514
KRTAP3-3	-1.278074307
KRTAP4-1	-1.347676196
KRTAP4-11	-0.629182057
KRTAP4-12	-1.597715737
KRTAP4-16	-1.419675161
KRTAP4-2	-1.593707875
KRTAP4-3	-0.720811582
KRTAP4-4	-0.913093191
KRTAP4-5	-0.727376855
KRTAP4-6	-1.470598046
KRTAP4-7	-1.573283238
KRTAP4-8	-0.880535905
KRTAP4-9	-1.250462899
KRTAP5-1	-0.499945995
KRTAP5-10	-1.26047474
KRTAP5-11	-1.293594225
KRTAP5-2	0.622818427
KRTAP5-3	-1.22187086
KRTAP5-4	-1.848845142
KRTAP5-5	0.736084854
KRTAP5-6	-1.539566829
KRTAP5-7	-0.500728681
KRTAP5-8	-0.931096109
KRTAP5-9	-0.372129543
KRTAP6-1	-0.771479015
KRTAP6-2	-1.348502931
KRTAP6-3	-0.441222959
KRTAP7-1	-1.818183098
KRTAP8-1	-1.478969863
KRTAP9-1	-1.973877613
KRTAP9-2	-0.588094747
KRTAP9-3	-1.939709123
KRTAP9-4	-0.713311547
KRTAP9-6	2.040350054
KRTAP9-7	-1.219515201
KRTAP9-8	-1.272192438
KRTAP9-9	-1.68431727
KRTCAP2	0.513864334
KRTCAP3	-0.009661852
KRTDAP	-0.051992495
KSR1	0.200958586
KSR2	-0.819636259
KTI12	-0.529247865
KTN1	0.579401494
KXD1	3.308074057
KY	-0.681829222
KYAT1	1.604834937
KYAT3	0.017572163
KYNU	-0.932781808
L1CAM	-1.015818881
L1TD1	-1.178568326
L2HGDH	-0.243402886
L3HYPDH	0.716301683
L3MBTL1	0.24396237
L3MBTL2	-0.859402881
L3MBTL3	0.488850387
L3MBTL4	-0.207101503
LACC1	0.085431132
LACRT	-1.325603605
LACTB	-0.090430313
LACTB2	-0.594101397
LACTBL1	-1.274834363
LAD1	-0.236672499
LAG3	0.014788955
LAGE3	5.14581348
LAIR1	0.630434091
LAIR2	-0.40809187
LALBA	-1.186147398
LAMA1	0.480575299
LAMA2	-0.595913902
LAMA3	0.310930752
LAMA4	-0.406684817
LAMA5	0.932417172
LAMB1	0.544176475
LAMB2	-0.173513952
LAMB3	-0.253603468
LAMB4	-0.397814209
LAMC1	0.352787204
LAMC2	-1.094738705
LAMC3	-1.817575809
LAMP1	2.204259042
LAMP2	0.633222195
LAMP3	-1.454244036
LAMP5	0.739031013
LAMTOR1	-0.513989916
LAMTOR2	-0.917208677
LAMTOR3	0.50663524
LAMTOR4	-0.146499587
LAMTOR5	0.570521745
LANCL1	-0.196764512
LANCL2	0.502088442
LANCL3	-0.045349037
LAP3	0.905056572
LAPTM4A	0.540072175
LAPTM4B	0.637228637
LAPTM5	-0.606882101
LARGE1	0.790973853
LARGE2	-2.00060181
LARP1	0.595457894
LARP1B	-0.149984683
LARP4	0.994260759
LARP4B	-0.822590891
LARP6	0.88312043
LARP7	0.517267787
LARS1	0.537735456
LARS2	0.727061475
LAS1L	0.774782246
LASP1	2.795345421
LASP1NB	0.29580451
LAT	-1.340351035
LAT2	-0.438377795
LATS1	0.471899942
LATS2	0.003954813
LAX1	-0.415890644
LAYN	-0.150879368
LBH	-0.498308771
LBHD1	-0.321059966
LBHD2	-1.028883277
LBP	0.145782563
LBR	1.175671684
LBX1	-1.243376794
LBX2	-0.664718472
LCA5	0.319744359
LCA5L	0.208393199
LCAT	-0.30955968
LCE1A	-1.93247639
LCE1B	-0.432304192
LCE1C	-0.470596574
LCE1D	-1.785264063
LCE1E	-0.794710672
LCE1F	-0.929729576
LCE2A	-1.516629091
LCE2B	-1.856369049
LCE2C	-1.806082495
LCE2D	-1.279958274
LCE3A	-1.978101383
LCE3B	-1.863564106
LCE3C	-1.376242843
LCE3D	-1.864103244
LCE3E	-1.703632744
LCE4A	-1.074304319
LCE5A	0.012216328
LCE6A	-0.851632862
LCE7A	-0.145310026
LCK	0.017684652
LCLAT1	0.167111871
LCMT1	1.76259563
LCMT2	-0.041694955
LCN1	-0.353163574
LCN10	-1.282974131
LCN12	-0.007842024
LCN15	1.820801328
LCN2	0.185588016
LCN6	-0.418781845
LCN8	-0.487231006
LCN9	-1.389468432
LCNL1	-0.46561574
LCOR	0.881458632
LCORL	-0.899972177
LCP1	1.207786706
LCP2	-0.823886117
LCT	-0.728151206
LCTL	-1.606102014
LDAF1	0.009062928
LDAH	-0.255887872
LDB1	-0.564397496
LDB2	-1.531018483
LDB3	-0.068523954
LDHA	0.821449123
LDHAL6A	-0.987058318
LDHAL6B	0.062876529
LDHB	0.892644701
LDHC	-0.836847023
LDHD	-0.807681326
LDLR	-0.490321677
LDLRAD1	0.024045316
LDLRAD2	-0.02135295
LDLRAD3	-0.008236262
LDLRAD4	0.593409273
LDLRAP1	0.868864132
LDOC1	-1.470620215
LEAP2	1.784426528
LECT2	-0.445487057
LEF1	0.589328016
LEFTY1	0.284601301
LEFTY2	0.194288617
LEKR1	-0.712998262
LELP1	0.164779339
LEMD1	0.251230357
LEMD2	1.086617991
LEMD3	0.775529439
LENEP	0.095824147
LENG1	0.439993854
LENG8	-0.622779776
LENG9	-0.917303722
LEO1	0.493700592
LEP	-1.330751983
LEPR	0.43637404
LEPROT	0.43637404
LEPROTL1	0.817951059
LETM1	1.277682834
LETM2	0.190594531
LETMD1	-0.693626198
LEUTX	-1.123915056
LFNG	1.875695043
LGALS1	2.078188235
LGALS12	1.395800508
LGALS13	-1.387709611
LGALS14	-1.762243572
LGALS16	-1.392027983
LGALS2	-0.565893398
LGALS3	-0.196085811
LGALS3BP	1.368187176
LGALS4	0.322418413
LGALS7	0.717514749
LGALS7B	-0.836078857
LGALS8	0.410581668
LGALS9	-0.004500601
LGALS9B	-0.2921336
LGALS9C	0.987817844
LGALSL	1.401834415
LGI1	0.072119848
LGI2	-1.280875546
LGI3	0.520789045
LGI4	-0.024236663
LGMN	-0.60900469
LGR4	0.371486184
LGR5	0.733925107
LGR6	-0.676405805
LGSN	-0.274976239
LHB	-0.527841535
LHCGR	0.4731808
LHFPL1	0.313552702
LHFPL2	2.073069012
LHFPL3	1.021036052
LHFPL4	1.320814807
LHFPL5	0.378937702
LHFPL6	0.332976849
LHFPL7	0.120241342
LHPP	-0.180791158
LHX1	-1.087602505
LHX2	-1.927069094
LHX3	-0.844344078
LHX4	-1.686217511
LHX5	-1.229103021
LHX6	-0.339208871
LHX8	-1.384297673
LHX9	-0.993776771
LIAS	1.056682102
LIAT1	3.030946133
LIF	1.135209727
LIFR	1.076995279
LIG1	1.195887618
LIG3	-0.837399873
LIG4	-1.2513389
LILRA1	-0.45551487
LILRA2	-0.782797947
LILRA3	
LILRA4	-0.230169636
LILRA5	-1.406043018
LILRA6	-0.104136029
LILRB1	-0.369833437
LILRB2	0.084032756
LILRB3	-0.814196321
LILRB4	-1.192953782
LILRB5	0.358628565
LIM2	-0.690807366
LIMA1	1.016544701
LIMCH1	0.261515428
LIMD1	-0.318137512
LIMD2	1.551520499
LIME1	1.491980784
LIMK1	1.27011745
LIMK2	1.972675967
LIMS1	1.123026224
LIMS2	-0.607916676
LIMS3	0.380886135
LIMS4	-0.74314079
LIN28A	-1.240359913
LIN28B	-0.954268354
LIN37	-0.159200409
LIN52	-0.680817115
LIN54	-0.462077723
LIN7A	0.06100778
LIN7B	0.111514141
LIN7C	1.06512843
LIN9	0.538933563
LINGO1	-1.388008806
LINGO2	-0.005848211
LINGO3	0.009969882
LINGO4	0.723729519
LINS1	-0.56081439
LIPA	0.702283473
LIPC	0.917236109
LIPE	-1.582649866
LIPF	-1.085246277
LIPG	0.053972426
LIPH	0.418625199
LIPI	-0.309808316
LIPJ	0.353144862
LIPK	-0.943652373
LIPM	-1.374921078
LIPN	-0.225187474
LIPT1	1.777348668
LIPT2	-1.284290776
LITAF	-1.178825185
LITAFD	2.214073563
LIX1	0.723693487
LIX1L	2.071919238
LKAAEAR1	-0.928347663
LLCFC1	0.544028715
LLGL1	3.319196062
LLGL2	2.112443676
LLPH	-0.789673769
LMAN1	-0.630310552
LMAN1L	-1.649776798
LMAN2	0.168625532
LMAN2L	1.166939001
LMBR1	-0.135933294
LMBR1L	0.25569104
LMBRD1	0.598737544
LMBRD2	-0.709864524
LMCD1	0.072076967
LMF1	0.19625062
LMF2	1.558075398
LMLN	-1.020069067
LMNA	1.655505311
LMNB1	0.018975573
LMNB2	-0.649093939
LMNTD1	-1.362171202
LMNTD2	0.608836038
LMO1	0.936883495
LMO2	0.54968921
LMO3	-0.04162069
LMO4	1.68418338
LMO7	0.502368106
LMOD1	-0.139231042
LMOD2	-0.174310099
LMOD3	1.058572528
LMTK2	-0.319022031
LMTK3	1.468453872
LMX1A	-0.178045484
LMX1B	-1.437500143
LNP1	-1.41583199
LNPEP	1.197787344
LNPK	-0.820541249
LNX1	-1.431154413
LNX2	0.607738451
LOC101059915	0.891137226
LOC102723971	-0.548767845
LOC102724250	
LOC102725023	
LOC102725191	-1.54970483
LOC110384692	
LOC112267897	-0.815865525
LOC112694756	0.39198897
LOC114841035	-0.003171769
LOC122319436	-0.968501623
LOC122319696	-1.236544311
LOC122394732	-0.73073644
LOC122455340	-1.460464407
LOC122455342	0.53170077
LOC122513141	2.966158808
LOC122526780	-0.410610347
LOC122539214	-1.247849733
LOC127898562	1.302348505
LOC127898563	1.155634213
LOC127903862	0.605452485
LOC127933115	0.431685519
LOC128031832	0.634047232
LOC128031833	0.145118878
LOC128031834	1.008255593
LOC128031835	-0.676524278
LOC128031836	2.096533719
LOC128031837	0.536843499
LOC128071544	1.811964271
LOC128071545	-0.015064296
LOC128071547	0.078302576
LOC128092246	0.637961988
LOC128092247	0.842169763
LOC128092248	0.847890919
LOC128092249	0.679909051
LOC128092250	-0.827811195
LOC128092251	0.412203323
LOC128092252	0.310377142
LOC128092253	0.831780224
LOC128125814	0.013802959
LOC128125816	0.173392405
LOC128125818	-0.772468577
LOC128125822	0.120884729
LOC128462377	-0.178814615
LOC128706665	0.691070446
LOC128706666	0.691070446
LOC400499	-0.868662674
LOC647264	-1.35204974
LOC728392	-0.36730947
LOC728743	-0.208901132
LOC730098	-0.861566396
LONP1	-0.462305158
LONP2	0.012996185
LONRF1	0.713795862
LONRF2	0.450257377
LONRF3	-0.19618302
LORICRIN	-1.455424914
LOX	0.207344707
LOXHD1	-0.786572115
LOXL1	0.106429695
LOXL2	0.772053734
LOXL3	-0.451635252
LOXL4	-0.019558437
LPA	-1.328544351
LPAR1	0.384892456
LPAR2	-0.382454947
LPAR3	-1.004688878
LPAR4	0.318879697
LPAR5	1.27194496
LPAR6	-0.871001106
LPCAT1	0.252058973
LPCAT2	-0.456204519
LPCAT3	0.495079802
LPCAT4	-1.112993994
LPGAT1	1.057770628
LPIN1	0.48660144
LPIN2	0.878983265
LPIN3	0.427297214
LPL	-0.284522082
LPO	0.550826667
LPP	1.050550155
LPXN	-1.368491131
LRAT	-0.583139625
LRATD1	-0.358000676
LRATD2	0.859530392
LRBA	-1.610742965
LRCH1	-0.024585513
LRCH2	-1.342353835
LRCH3	0.476908096
LRCH4	2.87153641
LRCOL1	-1.581029864
LRFN1	0.553226572
LRFN2	-0.885748276
LRFN3	-0.891099545
LRFN4	4.175957995
LRFN5	0.0580352
LRG1	-0.244597803
LRGUK	-0.319475856
LRIF1	-1.076953307
LRIG1	0.51092863
LRIG2	0.250811753
LRIG3	-0.173274141
LRIT1	-0.834294784
LRIT2	-0.962816514
LRIT3	-1.693142078
LRMDA	-0.603050018
LRP1	0.796499111
LRP10	0.945020546
LRP11	0.718185567
LRP12	0.615011182
LRP1B	-0.523262639
LRP2	-1.058167994
LRP2BP	0.971117436
LRP3	0.149793231
LRP4	-0.687304629
LRP5	-1.46857006
LRP6	0.651190357
LRP8	0.542533239
LRPAP1	0.799608215
LRPPRC	0.059448363
LRR1	0.724948279
LRRC1	-0.024647501
LRRC10	0.136561668
LRRC10B	-2.010572107
LRRC14	0.933578406
LRRC14B	-0.345354183
LRRC15	-0.501975406
LRRC17	-0.403499301
LRRC18	-0.115008258
LRRC19	0.278004885
LRRC2	-0.108237077
LRRC20	-0.009651775
LRRC23	-0.142189792
LRRC24	0.959166664
LRRC25	-0.459804191
LRRC26	2.882408078
LRRC27	-1.243454918
LRRC28	1.741411628
LRRC3	-1.623313228
LRRC30	-0.491540199
LRRC31	-1.016141982
LRRC32	1.245914826
LRRC34	0.339684596
LRRC36	-0.653820365
LRRC37A	0.105058882
LRRC37A2	-0.14202286
LRRC37A3	1.005460936
LRRC37B	-1.268418482
LRRC38	-1.49226086
LRRC39	0.46965844
LRRC3B	-0.658307908
LRRC3C	1.547460655
LRRC4	-0.034882527
LRRC40	-0.096689815
LRRC41	-1.062049698
LRRC42	-0.39712546
LRRC43	-0.375874675
LRRC45	0.411234911
LRRC46	0.161349124
LRRC47	1.791375232
LRRC49	-0.497127511
LRRC4B	1.690222008
LRRC4C	-1.318481224
LRRC51	0.239030573
LRRC52	0.268102868
LRRC53	0.660631847
LRRC55	-0.457557459
LRRC56	-0.317449534
LRRC57	-0.327781723
LRRC58	0.888446651
LRRC59	-0.232639443
LRRC61	-0.343595857
LRRC63	-1.686772715
LRRC66	-0.522633042
LRRC69	-0.179377556
LRRC7	-0.051670062
LRRC70	0.402729884
LRRC71	-1.897685372
LRRC72	-0.225660194
LRRC73	-0.068163652
LRRC74A	-0.549834427
LRRC74B	1.036700031
LRRC75A	-0.300057547
LRRC75B	0.185296689
LRRC8A	0.729330453
LRRC8B	-0.292303957
LRRC8C	0.599565838
LRRC8D	-0.483385433
LRRC8E	1.84926839
LRRC9	-0.654257695
LRRCC1	0.172227205
LRRD1	0.433587188
LRRFIP1	-1.391966777
LRRFIP2	0.548744349
LRRIQ1	1.457228324
LRRIQ3	-1.308107158
LRRIQ4	-1.512994664
LRRK1	0.872485106
LRRK2	0.373692128
LRRN1	0.329478969
LRRN2	0.068343897
LRRN3	0.565196593
LRRN4	0.502535689
LRRN4CL	-1.618594524
LRRTM1	-0.671017455
LRRTM2	-0.245910488
LRRTM3	0.54854389
LRRTM4	-0.200824493
LRSAM1	-0.396483445
LRTM1	-0.292121282
LRTM2	-0.084357399
LRWD1	1.109528236
LSAMP	0.357635876
LSG1	1.512510611
LSM1	1.807969773
LSM10	-0.678143332
LSM11	0.734638941
LSM12	0.14213817
LSM14A	0.270694443
LSM14B	1.463952409
LSM2	1.66739161
LSM3	0.693309701
LSM4	0.094039518
LSM5	-0.006789968
LSM6	0.720789262
LSM7	0.703873105
LSM8	0.857699127
LSMEM1	0.354629033
LSMEM2	0.88838429
LSP1	-0.069200463
LSR	-0.33294124
LSS	1.677551562
LST1	0.424788052
LTA	0.364928482
LTA4H	0.923084085
LTB	0.095120373
LTB4R	0.961859763
LTB4R2	1.80476311
LTBP1	-0.200506022
LTBP2	-0.018832072
LTBP3	2.93996935
LTBP4	3.049001085
LTBR	-0.333613314
LTC4S	0.638573517
LTF	-0.573648569
LTK	-0.75554349
LTN1	-0.142837174
LTO1	-0.148739189
LTV1	-0.72896966
LUC7L	-1.206084254
LUC7L2	0.79986439
LUC7L3	0.182994033
LUM	-0.137465589
LURAP1	1.490058792
LURAP1L	-1.568203313
LUZP1	0.714196915
LUZP2	-0.08410353
LUZP4	-1.348654122
LVRN	-1.58530592
LXN	0.195194587
LY6D	-1.491730314
LY6E	0.237601847
LY6G5B	0.178755973
LY6G5C	0.458612842
LY6G6C	0.210825527
LY6G6D	-0.378166426
LY6G6F	-1.158962029
LY6H	-1.352540865
LY6K	-0.832116974
LY6L	-0.633517782
LY6S	-1.580793256
LY75	-0.305531609
LY86	-0.002114444
LY9	-1.532788549
LY96	-1.048898787
LYAR	1.810480678
LYG1	-1.034912085
LYG2	-1.164722844
LYL1	0.449026406
LYN	0.182838483
LYNX1	1.697252688
LYPD1	0.557822242
LYPD2	-0.912318225
LYPD3	-0.165512999
LYPD4	-0.554994741
LYPD5	-1.68911281
LYPD6	-0.950557541
LYPD6B	-1.624399958
LYPD8	-0.904111437
LYPLA1	-0.359994521
LYPLA2	1.026829601
LYPLAL1	0.569634532
LYRM1	-0.183210333
LYRM2	0.282154594
LYRM4	-0.307298724
LYRM7	1.259808496
LYRM9	0.205246843
LYSET	1.501480704
LYSMD1	1.789091209
LYSMD2	-0.795479389
LYSMD3	0.032819678
LYSMD4	0.311760181
LYST	-0.93032209
LYVE1	0.818153551
LYZ	0.104125275
LYZL1	-2.056690977
LYZL2	-1.136815781
LYZL4	-1.67191537
LYZL6	-1.036688044
LZIC	0.446508598
LZTFL1	0.152723119
LZTR1	1.657302636
LZTS1	0.169225425
LZTS2	3.031931939
LZTS3	-0.039524427
M1AP	-0.031123501
M6PR	-0.892324275
MAB21L1	0.931907486
MAB21L2	0.2923917
MAB21L3	0.713937496
MAB21L4	-0.332541121
MACC1	0.174327742
MACF1	1.842083575
MACIR	1.032207356
MACO1	0.885959708
MACROD1	-1.2648715
MACROD2	-0.316067628
MACROH2A1	0.030449488
MACROH2A2	0.423199884
MAD1L1	-0.641682315
MAD2L1	0.129747934
MAD2L1BP	0.74151048
MAD2L2	-0.346978719
MADCAM1	0.196156166
MADD	0.808929584
MAEA	2.231984956
MAEL	-0.388312917
MAF	1.482162692
MAF1	1.232425395
MAFA	-0.457373457
MAFB	0.07460832
MAFF	0.130512958
MAFG	1.528906418
MAFK	2.967220817
MAG	2.912081649
MAGEA1	0.15943821
MAGEA10	-0.424433935
MAGEA11	-0.530207154
MAGEA12	-0.165676212
MAGEA2	0.015417565
MAGEA2B	-0.398891892
MAGEA3	0.140484183
MAGEA4	0.168983398
MAGEA6	-0.350609165
MAGEA8	-1.117009252
MAGEA9	-0.459821901
MAGEA9B	0.398341348
MAGEB1	-1.393041969
MAGEB10	-0.988064486
MAGEB16	-1.429095973
MAGEB17	-1.525772829
MAGEB18	-0.399511206
MAGEB2	-0.499994123
MAGEB3	-0.603020821
MAGEB4	-0.782462726
MAGEB5	-0.87858398
MAGEB6	-1.093639556
MAGEB6B	-1.168152202
MAGEC1	-1.105400106
MAGEC2	-1.492865833
MAGEC3	-1.848361827
MAGED1	-1.841877491
MAGED2	-0.309850645
MAGED4	-0.964417037
MAGED4B	-0.793201943
MAGEE1	-1.039993392
MAGEE2	-1.971512114
MAGEF1	1.006468994
MAGEH1	1.077876348
MAGEL2	-0.727801385
MAGI1	-0.268227738
MAGI2	-0.034675546
MAGI3	-0.011451173
MAGIX	-1.542014203
MAGOH	0.484330866
MAGOHB	-0.379611854
MAGT1	-0.767582329
MAIP1	1.145261352
MAJIN	0.882604156
MAK	0.371947574
MAK16	0.578834207
MAL	0.409754539
MAL2	-0.983017846
MALL	-0.12713181
MALRD1	-0.812372628
MALSU1	-0.182265828
MALT1	0.340926235
MAMDC2	-0.259511473
MAMDC4	3.614369929
MAML1	0.809070639
MAML2	0.413017087
MAML3	0.649660942
MAMLD1	-0.97365623
MAMSTR	-0.544176348
MAN1A1	-0.055924467
MAN1A2	-0.171918404
MAN1B1	-1.342297542
MAN1C1	-0.4677725
MAN2A1	0.051777674
MAN2A2	0.387152433
MAN2B1	-1.210616756
MAN2B2	-1.335001458
MAN2C1	0.317624396
MANBA	0.517517833
MANBAL	-0.199537287
MANEA	-0.686959683
MANEAL	0.360070869
MANF	0.763505377
MANSC1	0.29966115
MANSC4	0.038834017
MAOA	0.076232303
MAOB	0.043410899
MAP10	-1.973653584
MAP1A	0.386374786
MAP1B	-0.040700129
MAP1LC3A	1.107309319
MAP1LC3B	1.5093037
MAP1LC3B2	-1.453041151
MAP1LC3C	-0.472043987
MAP1S	3.293644815
MAP2	0.293948285
MAP2K1	0.562873954
MAP2K2	-0.067015218
MAP2K3	-0.336246017
MAP2K4	0.329363434
MAP2K5	0.618739836
MAP2K6	-0.27701484
MAP2K7	2.226415515
MAP3K1	0.449737327
MAP3K10	-0.428788339
MAP3K11	0.548104725
MAP3K12	-1.243977832
MAP3K13	0.433678672
MAP3K14	0.626541631
MAP3K15	-0.209086819
MAP3K19	-1.581102536
MAP3K2	1.229976802
MAP3K20	0.306814128
MAP3K21	-0.597928018
MAP3K3	-0.012266869
MAP3K4	0.710995529
MAP3K5	-0.194642209
MAP3K6	0.724037786
MAP3K7	1.152853403
MAP3K7CL	-0.266235688
MAP3K8	1.002472481
MAP3K9	-0.10932212
MAP4	0.744308359
MAP4K1	-0.749795936
MAP4K2	-0.311473032
MAP4K3	-1.45710785
MAP4K4	-0.08888429
MAP4K5	0.016286894
MAP6	-0.382283325
MAP6D1	0.70119918
MAP7	0.63783676
MAP7D1	3.227169711
MAP7D2	-0.392853125
MAP7D3	0.725130024
MAP9	0.140830658
MAPK1	0.017439111
MAPK10	0.208101624
MAPK11	1.128785148
MAPK12	1.678728826
MAPK13	0.710806652
MAPK14	0.056439972
MAPK15	0.524862133
MAPK1IP1L	-0.751369668
MAPK3	0.962806317
MAPK4	-0.958519907
MAPK6	0.492921826
MAPK7	1.140038878
MAPK8	-0.102999787
MAPK8IP1	0.581511376
MAPK8IP2	-0.801886528
MAPK8IP3	2.305884615
MAPK9	-0.08251797
MAPKAP1	-0.466473929
MAPKAPK2	0.472686859
MAPKAPK3	0.939551379
MAPKAPK5	-0.533051002
MAPKBP1	-0.017715287
MAPRE1	-0.041181004
MAPRE2	1.508226293
MAPRE3	-0.202754116
MAPT	1.065512156
MARCHF1	0.580861712
MARCHF10	-1.860211978
MARCHF11	-1.150953851
MARCHF2	2.247648105
MARCHF3	1.00223792
MARCHF4	-0.583813642
MARCHF5	0.44243361
MARCHF6	0.211848271
MARCHF7	0.727875461
MARCHF8	1.005551733
MARCHF9	-1.569163933
MARCKS	0.788382368
MARCKSL1	0.5120169
MARCO	-0.11327523
MARCOL	-1.762399057
MARF1	-0.54446641
MARK1	-2.100243984
MARK2	1.544096819
MARK3	0.493473437
MARK4	0.463760167
MARS1	-0.337225796
MARS2	-0.014263349
MARVELD1	0.829768227
MARVELD2	0.233327094
MARVELD3	-1.031094732
MAS1	-1.049034794
MAS1L	-0.678691123
MASP1	0.155659109
MASP2	0.311755888
MAST1	-0.317171831
MAST2	-0.38107326
MAST3	1.996464543
MAST4	-0.552983477
MASTL	1.202790933
MAT1A	0.500339434
MAT2A	0.50825283
MAT2B	0.563230374
MATCAP1	1.050252889
MATCAP2	-0.824975172
MATK	-0.672337818
MATN1	-0.345579166
MATN2	-1.120443676
